accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
4534398,Lepidoptera,Noctuidae,Longalatedes,Longalatedes elymi,Longalatedes elymi,99,ACCEPTED,EXACT,SPECIES,london31May2023
1770353,Lepidoptera,Noctuidae,Luperina,Luperina dumerilii,Luperina dumerilii,99,ACCEPTED,EXACT,SPECIES,london31May2023
1770322,Lepidoptera,Noctuidae,Luperina,Luperina nickerlii,Luperina nickerlii,99,ACCEPTED,EXACT,SPECIES,london31May2023
1770307,Lepidoptera,Noctuidae,Luperina,Luperina testacea,Luperina testacea,99,ACCEPTED,EXACT,SPECIES,london31May2023
1794590,Lepidoptera,Noctuidae,Lycophotia,Lycophotia porphyrea,Lycophotia porphyrea,99,ACCEPTED,EXACT,SPECIES,london31May2023
1768117,Lepidoptera,Noctuidae,Macdunnoughia,Macdunnoughia confusa,Macdunnoughia confusa,99,ACCEPTED,EXACT,SPECIES,london31May2023
1788522,Lepidoptera,Noctuidae,Mamestra,Mamestra brassicae,Mamestra brassicae,99,ACCEPTED,EXACT,SPECIES,london31May2023
8729319,Lepidoptera,Noctuidae,Megalographa,Megalographa biloba,Megalographa biloba,99,ACCEPTED,EXACT,SPECIES,london31May2023
1783971,Lepidoptera,Noctuidae,Meganephria,Meganephria bimaculosa,Meganephria bimaculosa,99,ACCEPTED,EXACT,SPECIES,london31May2023
1765767,Lepidoptera,Noctuidae,Melanchra,Melanchra persicariae,Melanchra persicariae,99,ACCEPTED,EXACT,SPECIES,london31May2023
1788425,Lepidoptera,Noctuidae,Mesapamea,Mesapamea didyma,Mesapamea secalis,99,SYNONYM,EXACT,SPECIES,london31May2023
1788425,Lepidoptera,Noctuidae,Mesapamea,Mesapamea secalis,Mesapamea secalis,99,ACCEPTED,EXACT,SPECIES,london31May2023
1787417,Lepidoptera,Noctuidae,Mesogona,Mesogona acetosellae,Mesogona acetosellae,98,ACCEPTED,EXACT,SPECIES,london31May2023
1760104,Lepidoptera,Noctuidae,Mesoligia,Mesoligia furuncula,Mesoligia furuncula,98,ACCEPTED,EXACT,SPECIES,london31May2023
4533347,Lepidoptera,Noctuidae,Mniotype,Mniotype adusta,Mniotype adusta,99,ACCEPTED,EXACT,SPECIES,london31May2023
4533360,Lepidoptera,Noctuidae,Mniotype,Mniotype satura,Mniotype satura,98,ACCEPTED,EXACT,SPECIES,london31May2023
4533345,Lepidoptera,Noctuidae,Mniotype,Mniotype solieri,Mniotype solieri,99,ACCEPTED,EXACT,SPECIES,london31May2023
1800004,Lepidoptera,Noctuidae,Moma,Moma alpium,Moma alpium,99,ACCEPTED,EXACT,SPECIES,london31May2023
1761735,Lepidoptera,Noctuidae,Mormo,Mormo maura,Mormo maura,98,ACCEPTED,EXACT,SPECIES,london31May2023
5772178,Lepidoptera,Noctuidae,Mythimna,Mythimna albipuncta,Mythimna albipuncta,98,ACCEPTED,EXACT,SPECIES,london31May2023
5111360,Lepidoptera,Noctuidae,Leucania,Mythimna commoides,Leucania commoides,99,SYNONYM,EXACT,SPECIES,london31May2023
5772199,Lepidoptera,Noctuidae,Mythimna,Mythimna conigera,Mythimna conigera,99,ACCEPTED,EXACT,SPECIES,london31May2023
