accepted_taxon_key,family_name,genus_name,search_species_name,gbif_species_name,image_count
5109646,Noctuidae,Cucullia,Cucullia calendulae,Cucullia calendulae,220
5109498,Noctuidae,Cucullia,Cucullia chamomillae,Cucullia chamomillae,1000
5109552,Noctuidae,Cucullia,Cucullia gnaphalii,Cucullia gnaphalii,276
5109722,Noctuidae,Cucullia,Cucullia lactucae,Cucullia lactucae,896
5109480,Noctuidae,Cucullia,Cucullia lychnitis,Cucullia lychnitis,621
5883985,Noctuidae,Shargacucullia,Cucullia scrophulariae,Shargacucullia scrophulariae,1000
5109523,Noctuidae,Cucullia,Cucullia umbratica,Cucullia umbratica,1000
5109661,Noctuidae,Cucullia,Cucullia verbasci,Cucullia verbasci,1000
1769057,Noctuidae,Dasypolia,Dasypolia templi,Dasypolia templi,1000
1785286,Noctuidae,Deltote,Deltote bankiana,Deltote bankiana,1000
4532888,Noctuidae,Deltote,Deltote deceptoria,Deltote deceptoria,983
4532886,Noctuidae,Deltote,Deltote uncula,Deltote uncula,1000
4534408,Noctuidae,Denticucullus,Denticucullus pygmina,Denticucullus pygmina,1000
1785888,Noctuidae,Diachrysia,Diachrysia chrysitis,Diachrysia chrysitis,1000
1785887,Noctuidae,Diachrysia,Diachrysia chryson,Diachrysia chryson,448
1785895,Noctuidae,Diachrysia,Diachrysia stenochrysis,Diachrysia stenochrysis,1000
4533431,Noctuidae,Diarsia,Diarsia brunnea,Diarsia brunnea,1000
4533444,Noctuidae,Diarsia,Diarsia dahlii,Diarsia dahlii,1000
4533442,Noctuidae,Diarsia,Diarsia florida,Diarsia florida,184
4533433,Noctuidae,Diarsia,Diarsia mendica,Diarsia mendica,1000
4533446,Noctuidae,Diarsia,Diarsia rubi,Diarsia rubi,1000
8021109,Noctuidae,Basistriga,Dichagyris flammatra,Basistriga flammatra,75
1765954,Noctuidae,Dicycla,Dicycla oo,Dicycla oo,407
1777253,Noctuidae,Diloba,Diloba caeruleocephala,Diloba caeruleocephala,1000
1792768,Noctuidae,Dryobota,Dryobota labecula,Dryobota labecula,110
1789267,Noctuidae,Dryobotodes,Dryobotodes eremita,Dryobotodes eremita,1000
9805848,Noctuidae,Dryobotodes,Dryobotodes roboris,Dryobotodes roboris,136
1789255,Noctuidae,Dryobotodes,Dryobotodes tenebrosa,Dryobotodes tenebrosa,52
1776862,Noctuidae,Dypterygia,Dypterygia scabriuscula,Dypterygia scabriuscula,1000
1792061,Noctuidae,Egira,Egira conspicillaris,Egira conspicillaris,855
1780390,Noctuidae,Elaphria,Elaphria agrotina,Elaphria agrotina,82
1780378,Noctuidae,Elaphria,Elaphria venustula,Elaphria venustula,1000
1770150,Noctuidae,Enargia,Enargia paleacea,Enargia paleacea,1000
5110670,Noctuidae,Eremobia,Eremobia ochroleuca,Eremobia ochroleuca,1000
1794361,Noctuidae,Lasionycta,Eriopygodes imbecilla,Eriopygodes imbecillus,740
8393221,Noctuidae,Eucarta,Eucarta amethystina,Eucarta amethystina,196
4532696,Noctuidae,Eucarta,Eucarta virgo,Eucarta virgo,283
1770530,Noctuidae,Euchalcia,Euchalcia variabilis,Euchalcia variabilis,208
11145613,Noctuidae,Eudryas,Eudryas staejohannis,Eudryas staejohannis,0
4533661,Noctuidae,Eugnorisma,Eugnorisma depuncta,Eugnorisma depuncta,1000
4533671,Noctuidae,Eugnorisma,Eugnorisma glareosa,Eugnorisma glareosa,1000
1776619,Noctuidae,Euplexia,Euplexia lucipara,Euplexia lucipara,1000
1758878,Noctuidae,Eupsilia,Eupsilia transversa,Eupsilia transversa,1000
1769958,Noctuidae,Eurois,Eurois occulta,Eurois occulta,1000
1773309,Noctuidae,Euxoa,Euxoa cursoria,Euxoa cursoria,1000
1773163,Noctuidae,Euxoa,Euxoa nigricans,Euxoa nigricans,1000
1772956,Noctuidae,Euxoa,Euxoa obelisca,Euxoa obelisca,1000
1772940,Noctuidae,Euxoa,Euxoa tritici,Euxoa tritici,1000
4534542,Noctuidae,Fabula,Fabula zollikoferi,Fabula zollikoferi,29
1785733,Noctuidae,Feltia,Feltia subgothica,Feltia subgothica,129
7400814,Noctuidae,Feltia,Feltia subterranea,Feltia subterranea,1000
1787438,Noctuidae,Galgula,Galgula partita,Galgula partita,1000
9135821,Noctuidae,Globia,Globia algae,Globia algae,660
8890502,Noctuidae,Globia,Globia sparganii,Globia sparganii,1000
1768308,Noctuidae,Gortyna,Gortyna borelii,Gortyna borelii,22
1768341,Noctuidae,Gortyna,Gortyna flavago,Gortyna flavago,1000
1769645,Noctuidae,Graphania,Graphania dives,Graphania dives,0
1791784,Noctuidae,Graphiphora,Graphiphora augur,Graphiphora augur,1000
4533273,Noctuidae,Griposia,Griposia aprilina,Griposia aprilina,1000
1761041,Noctuidae,Hada,Hada plebeja,Hada plebeja,1000
1787751,Noctuidae,Hadena,Hadena albimacula,Hadena albimacula,568
1787859,Noctuidae,Hadena,Hadena bicruris,Hadena bicruris,1000
1787697,Noctuidae,Hadena,Hadena caesia,Hadena caesia,114
1787590,Noctuidae,Hadena,Hadena compta,Hadena compta,1000
1787770,Noctuidae,Hadena,Hadena confusa,Hadena confusa,1000
1787631,Noctuidae,Hadena,Hadena irregularis,Hadena irregularis,82
1787610,Noctuidae,Hadena,Hadena perplexa,Hadena perplexa,1000
1789086,Noctuidae,Hecatera,Hecatera bicolorata,Hecatera bicolorata,1000
1789076,Noctuidae,Hecatera,Hecatera dysodea,Hecatera dysodea,1000
8108800,Noctuidae,Helicoverpa,Helicoverpa armigera,Helicoverpa armigera,1000
4534676,Noctuidae,Heliothis,Heliothis maritima,Heliothis maritima,42
4534675,Noctuidae,Heliothis,Heliothis nubigera,Heliothis nubigera,78
4534681,Noctuidae,Heliothis,Heliothis peltigera,Heliothis peltigera,1000
4534686,Noctuidae,Heliothis,Heliothis viriplaca,Heliothis viriplaca,1000
4534389,Noctuidae,Helotropha,Helotropha leucostigma,Helotropha leucostigma,1000
1784853,Noctuidae,Hoplodrina,Hoplodrina ambigua,Hoplodrina ambigua,1000
1784826,Noctuidae,Hoplodrina,Hoplodrina blanda,Hoplodrina blanda,1000
4534290,Noctuidae,Hoplodrina,Hoplodrina octogenaria,Hoplodrina octogenaria,1000
1784824,Noctuidae,Hoplodrina,Hoplodrina superstes,Hoplodrina superstes,33
1796678,Noctuidae,Hydraecia,Hydraecia micacea,Hydraecia micacea,1000
1796643,Noctuidae,Hydraecia,Hydraecia osseola,Hydraecia osseola,20
1796666,Noctuidae,Hydraecia,Hydraecia petasitis,Hydraecia petasitis,345
1798372,Noctuidae,Hyppa,Hyppa rectilinea,Hyppa rectilinea,1000
1782615,Noctuidae,Ipimorpha,Ipimorpha retusa,Ipimorpha retusa,1000
1782627,Noctuidae,Ipimorpha,Ipimorpha subtusa,Ipimorpha subtusa,1000
1792645,Noctuidae,Jodia,Jodia croceago,Jodia croceago,386
4533947,Noctuidae,Lacanobia,Lacanobia blenna,Lacanobia blenna,79
1759055,Noctuidae,Lacanobia,Lacanobia contigua,Lacanobia contigua,1000
1759083,Noctuidae,Lacanobia,Lacanobia oleracea,Lacanobia oleracea,1000
7972792,Noctuidae,Lacanobia,Lacanobia splendens,Lacanobia splendens,171
4533952,Noctuidae,Lacanobia,Lacanobia suasa,Lacanobia suasa,1000
1759069,Noctuidae,Lacanobia,Lacanobia thalassina,Lacanobia thalassina,1000
1759079,Noctuidae,Lacanobia,Lacanobia w-latinum,Lacanobia w-latinum,1000
1799900,Noctuidae,Lacinipolia,Lacinipolia laudabilis,Lacinipolia laudabilis,1000
1799870,Noctuidae,Lacinipolia,Lacinipolia renigera,Lacinipolia renigera,1000
4534533,Noctuidae,Lateroligia,Lateroligia ophiogramma,Lateroligia ophiogramma,1000
4534458,Noctuidae,Lenisa,Lenisa geminipuncta,Lenisa geminipuncta,1000
10312073,Noctuidae,Agrochola,Leptologia lota,Leptologia lota,393
10068024,Noctuidae,Agrochola,Leptologia macilenta,Leptologia macilenta,383
5111574,Noctuidae,Leucania,Leucania comma,Leucania comma,1000
5772222,Noctuidae,Leucania,Leucania loreyi,Leucania loreyi,359
8253467,Noctuidae,Leucania,Leucania obsoleta,Leucania obsoleta,1000
5111481,Noctuidae,Leucania,Leucania putrescens,Leucania putrescens,263
1775329,Noctuidae,Leucochlaena,Leucochlaena oditis,Leucochlaena oditis,650
1759620,Noctuidae,Lithophane,Lithophane consocia,Lithophane consocia,1000
1759661,Noctuidae,Lithophane,Lithophane furcifera,Lithophane furcifera,1000
1759686,Noctuidae,Lithophane,Lithophane lamda,Lithophane lamda,704
1759673,Noctuidae,Lithophane,Lithophane leautieri,Lithophane leautieri,431
1759668,Noctuidae,Lithophane,Lithophane ornitopus,Lithophane ornitopus,1000
1759597,Noctuidae,Lithophane,Lithophane semibrunnea,Lithophane semibrunnea,596
1759667,Noctuidae,Lithophane,Lithophane socia,Lithophane socia,1000
4534538,Noctuidae,Litoligia,Litoligia literosa,Litoligia literosa,1000
4534398,Noctuidae,Longalatedes,Longalatedes elymi,Longalatedes elymi,821
1770353,Noctuidae,Luperina,Luperina dumerilii,Luperina dumerilii,379
1770322,Noctuidae,Luperina,Luperina nickerlii,Luperina nickerlii,14
1770307,Noctuidae,Luperina,Luperina testacea,Luperina testacea,1000
1794590,Noctuidae,Lycophotia,Lycophotia porphyrea,Lycophotia porphyrea,1000
1768117,Noctuidae,Macdunnoughia,Macdunnoughia confusa,Macdunnoughia confusa,1000
1788522,Noctuidae,Mamestra,Mamestra brassicae,Mamestra brassicae,1000
8729319,Noctuidae,Megalographa,Megalographa biloba,Megalographa biloba,1000
1783971,Noctuidae,Meganephria,Meganephria bimaculosa,Meganephria bimaculosa,54
1765767,Noctuidae,Melanchra,Melanchra persicariae,Melanchra persicariae,1000
1788425,Noctuidae,Mesapamea,Mesapamea didyma,Mesapamea secalis,1000
1787417,Noctuidae,Mesogona,Mesogona acetosellae,Mesogona acetosellae,178
1760104,Noctuidae,Mesoligia,Mesoligia furuncula,Mesoligia furuncula,1000
4533347,Noctuidae,Mniotype,Mniotype adusta,Mniotype adusta,1000
4533360,Noctuidae,Mniotype,Mniotype satura,Mniotype satura,1000
4533345,Noctuidae,Mniotype,Mniotype solieri,Mniotype solieri,207
1800004,Noctuidae,Moma,Moma alpium,Moma alpium,1000
1761735,Noctuidae,Mormo,Mormo maura,Mormo maura,1000
5772178,Noctuidae,Mythimna,Mythimna albipuncta,Mythimna albipuncta,1000
5111360,Noctuidae,Leucania,Mythimna commoides,Leucania commoides,398
5772199,Noctuidae,Mythimna,Mythimna conigera,Mythimna conigera,1000
5772176,Noctuidae,Mythimna,Mythimna ferrago,Mythimna ferrago,1000
5772210,Noctuidae,Mythimna,Mythimna impura,Mythimna impura,1000
5772172,Noctuidae,Mythimna,Mythimna l-album,Mythimna l-album,1000
5772180,Noctuidae,Mythimna,Mythimna litoralis,Mythimna litoralis,664
5772196,Noctuidae,Mythimna,Mythimna pallens,Mythimna pallens,1000
5772202,Noctuidae,Mythimna,Mythimna pudorina,Mythimna pudorina,823
5772205,Noctuidae,Mythimna,Mythimna straminea,Mythimna straminea,1000
1767655,Noctuidae,Mythimna,Mythimna turca,Mythimna turca,767
5772169,Noctuidae,Mythimna,Mythimna unipuncta,Mythimna unipuncta,1000
5772206,Noctuidae,Mythimna,Mythimna vitellina,Mythimna vitellina,1000
1779334,Noctuidae,Naenia,Naenia typica,Naenia typica,1000
1789730,Noctuidae,Noctua,Noctua comes,Noctua comes,1000
1789745,Noctuidae,Noctua,Noctua fimbriata,Noctua fimbriata,1000
1789694,Noctuidae,Noctua,Noctua interjecta,Noctua interjecta,1000
1789785,Noctuidae,Noctua,Noctua janthe,Noctua janthe,1000
1789783,Noctuidae,Noctua,Noctua janthina,Noctua janthina,1000
1789755,Noctuidae,Noctua,Noctua orbona,Noctua orbona,805
1789695,Noctuidae,Noctua,Noctua pronuba,Noctua pronuba,1000
5110644,Noctuidae,Nonagria,Nonagria typhae,Nonagria typhae,1000
1770416,Noctuidae,Ochropleura,Ochropleura leucogaster,Ochropleura leucogaster,282
1770477,Noctuidae,Ochropleura,Ochropleura plecta,Ochropleura plecta,1000
1766510,Noctuidae,Oligia,Oligia fasciuncula,Oligia fasciuncula,1000
1766410,Noctuidae,Oligia,Oligia latruncula,Oligia latruncula,1000
7895336,Noctuidae,Oligia,Oligia strigilis,Oligia strigilis,1000
1766418,Noctuidae,Oligia,Oligia versicolor,Oligia versicolor,229
5110818,Noctuidae,Oria,Oria musculosa,Oria musculosa,351
1798984,Noctuidae,Orthosia,Orthosia cerasi,Orthosia cerasi,1000
-1,NotAvail,NotAvail,Orthosia cruda,NotAvail,-1
1798974,Noctuidae,Orthosia,Orthosia gothica,Orthosia gothica,1000
1798916,Noctuidae,Orthosia,Orthosia gracilis,Orthosia gracilis,1000
1799135,Noctuidae,Orthosia,Orthosia incerta,Orthosia incerta,1000
1799132,Noctuidae,Orthosia,Orthosia miniosa,Orthosia miniosa,1000
1798931,Noctuidae,Orthosia,Orthosia opima,Orthosia opima,1000
1798971,Noctuidae,Orthosia,Orthosia populeti,Orthosia populeti,1000
4534461,Noctuidae,Pabulatrix,Pabulatrix pabulatricula,Pabulatrix pabulatricula,699
7869346,Noctuidae,Pachetra,Pachetra sagittigera,Pachetra sagittigera,702
1799799,Noctuidae,Panemeria,Panemeria tenebrata,Panemeria tenebrata,1000
1793877,Noctuidae,Panolis,Panolis flammea,Panolis flammea,1000
1788917,Noctuidae,Papestra,Papestra biren,Papestra biren,1000
1796217,Noctuidae,Parastichtis,Parastichtis suspecta,Parastichtis suspecta,1000
1802868,Nolidae,Pardasena,Pardasena virgulana,Pardasena virgulana,41
1792996,Noctuidae,Peridroma,Peridroma saucia,Peridroma saucia,1000
11136655,Noctuidae,Perigea,Perigea capensis,Perigea capensis,0
6097260,Noctuidae,Periphanes,Periphanes delphinii,Periphanes delphinii,26
1782560,Noctuidae,Phlogophora,Phlogophora meticulosa,Phlogophora meticulosa,1000
1792379,Noctuidae,Photedes,Photedes captiuncula,Photedes captiuncula,285
1792335,Noctuidae,Photedes,Photedes extrema,Photedes extrema,1000
1792377,Noctuidae,Photedes,Photedes fluxa,Photedes fluxa,1000
1792383,Noctuidae,Photedes,Photedes minima,Photedes minima,1000
1792390,Noctuidae,Photedes,Photedes morrisii,Photedes morrisii,395
1772179,Noctuidae,Plusia,Plusia festucae,Plusia festucae,1000
1772169,Noctuidae,Plusia,Plusia putnami,Plusia putnami,1000
1776371,Noctuidae,Polia,Polia bombycina,Polia bombycina,1000
5772446,Noctuidae,Polia,Polia hepatica,Polia hepatica,1000
1776330,Noctuidae,Polia,Polia nebulosa,Polia nebulosa,1000
1783855,Noctuidae,Polychrysia,Polychrysia moneta,Polychrysia moneta,1000
1780926,Noctuidae,Polymixis,Polymixis flavicincta,Polymixis flavicincta,572
4533285,Noctuidae,Polymixis,Polymixis lichenea,Polymixis lichenea,1000
1780954,Noctuidae,Polymixis,Polymixis xanthomista,Polymixis xanthomista,55
1784359,Noctuidae,Polyphaenis,Polyphaenis sericata,Polyphaenis sericata,852
4534403,Noctuidae,Protarchanara,Protarchanara brevilinea,Protarchanara brevilinea,462
4532890,Noctuidae,Deltote,Protodeltote pygarga,Deltote pygarga,1000
1762608,Noctuidae,Protolampra,Protolampra sobrina,Protolampra sobrina,1000
1767511,Noctuidae,Protoschinia,Protoschinia scutosa,Protoschinia scutosa,124
1774959,Noctuidae,Pseudenargia,Pseudenargia ulicis,Pseudenargia ulicis,40
1799701,Noctuidae,Pseudeustrotia,Pseudeustrotia candidula,Pseudeustrotia candidula,890
5109438,Noctuidae,Acontia,Pseudoplusia includens,Acontia margaritata,4
1779641,Noctuidae,Pyrrhia,Pyrrhia umbra,Pyrrhia umbra,1000
5108957,Noctuidae,Raphia,Raphia frater,Raphia frater,1000
8105817,Noctuidae,Rhizedra,Rhizedra lutosa,Rhizedra lutosa,1000
1790651,Noctuidae,Rhyacia,Rhyacia lucipeta,Rhyacia lucipeta,4
1790625,Noctuidae,Rhyacia,Rhyacia simulans,Rhyacia simulans,576
4534299,Noctuidae,Charanyca,Rusina ferruginea,Charanyca ferruginea,1000
9474256,Noctuidae,Schinia,Schinia rivulosa,Schinia rivulosa,930
1776207,Noctuidae,Scotochrosta,Scotochrosta pulla,Scotochrosta pulla,26
1770573,Noctuidae,Sedina,Sedina buettneri,Sedina buettneri,138
1778127,Noctuidae,Senta,Senta flammea,Senta flammea,415
1762383,Noctuidae,Sesamia,Sesamia nonagrioides,Sesamia nonagrioides,73
7537451,Noctuidae,Shargacucullia,Shargacucullia caninae,Shargacucullia caninae,1
8116389,Noctuidae,Shargacucullia,Shargacucullia prenanthis,Shargacucullia prenanthis,7
4534057,Noctuidae,Sideridis,Sideridis reticulata,Sideridis reticulata,1000
4534052,Noctuidae,Sideridis,Sideridis rivularis,Sideridis rivularis,1000
4534046,Noctuidae,Sideridis,Sideridis turbida,Sideridis turbida,986
1762244,Noctuidae,Simyra,Simyra albovenosa,Simyra albovenosa,1000
1774347,Noctuidae,Spaelotis,Spaelotis ravida,Spaelotis ravida,754
5109843,Noctuidae,Spodoptera,Spodoptera cilium,Spodoptera cilium,483
5109850,Noctuidae,Spodoptera,Spodoptera eridania,Spodoptera eridania,459
8352161,Noctuidae,Spodoptera,Spodoptera exigua,Spodoptera exigua,1000
5109931,Noctuidae,Spodoptera,Spodoptera littoralis,Spodoptera littoralis,446
5109882,Noctuidae,Spodoptera,Spodoptera litura,Spodoptera litura,1000
1778517,Noctuidae,Standfussiana,Standfussiana lucernea,Standfussiana lucernea,353
1789481,Noctuidae,Stilbia,Stilbia anomala,Stilbia anomala,707
1782777,Noctuidae,Acronicta,Subacronicta megacephala,Acronicta megacephala,1000
10638451,Noctuidae,Sunira,Sunira circellaris,Sunira circellaris,1000
8292872,Noctuidae,Syngrapha,Syngrapha interrogationis,Syngrapha interrogationis,1000
1766086,Noctuidae,Synthymia,Synthymia fixa,Synthymia fixa,363
5110213,Noctuidae,Thalpophila,Thalpophila matura,Thalpophila matura,1000
1771531,Noctuidae,Tholera,Tholera cespitis,Tholera cespitis,1000
1771509,Noctuidae,Tholera,Tholera decimalis,Tholera decimalis,1000
4532908,Noctuidae,Thysanoplusia,Thysanoplusia daubei,Thysanoplusia daubei,46
1795068,Noctuidae,Thysanoplusia,Thysanoplusia orichalcea,Thysanoplusia orichalcea,1000
4533136,Noctuidae,Tiliacea,Tiliacea aurago,Tiliacea aurago,1000
4533128,Noctuidae,Tiliacea,Tiliacea citrago,Tiliacea citrago,1000
1760593,Noctuidae,Trachea,Trachea atriplicis,Trachea atriplicis,1000
1786360,Noctuidae,Trichoplusia,Trichoplusia ni,Trichoplusia ni,1000
1763697,Noctuidae,Trigonophora,Trigonophora flammea,Trigonophora flammea,634
1774285,Noctuidae,Valeria,Valeria oleagina,Valeria oleagina,150
6116899,Noctuidae,Vittaplusia,Vittaplusia vittata,Vittaplusia vittata,72
1771698,Noctuidae,Xanthia,Xanthia togata,Xanthia togata,1000
1777727,Noctuidae,Xanthopastis,Xanthopastis timais,Xanthopastis timais,173
5112254,Noctuidae,Xestia,Xestia agathina,Xestia agathina,351
7921916,Noctuidae,Xestia,Xestia alpicola,Xestia alpicola,1000
8043500,Noctuidae,Xestia,Xestia ashworthii,Xestia ashworthii,198
5112291,Noctuidae,Xestia,Xestia baja,Xestia baja,1000
5714973,Noctuidae,Xestia,Xestia c-nigrum,Xestia c-nigrum,1000
5112336,Noctuidae,Xestia,Xestia castanea,Xestia castanea,929
5772349,Noctuidae,Xestia,Xestia ditrapezium,Xestia ditrapezium,607
5112155,Noctuidae,Xestia,Xestia sexstrigata,Xestia sexstrigata,1000
5112362,Noctuidae,Xestia,Xestia stigmatica,Xestia rhomboidea,507
5772351,Noctuidae,Xestia,Xestia triangulum,Xestia triangulum,1000
5112283,Noctuidae,Xestia,Xestia xanthographa,Xestia xanthographa,1000
1790364,Noctuidae,Xylena,Xylena exsoleta,Xylena exsoleta,807
9174377,Noctuidae,Xylena,Xylena solidaginis,Xylena solidaginis,1000
1790361,Noctuidae,Xylena,Xylena vetusta,Xylena vetusta,1000
1768150,Noctuidae,Xylocampa,Xylocampa areola,Xylocampa areola,1000
1801051,Nolidae,Bena,Bena bicolorana,Bena bicolorana,1000
1803025,Nolidae,Earias,Earias biplaga,Earias biplaga,228
1803073,Nolidae,Earias,Earias clorana,Earias clorana,1000
1803060,Nolidae,Earias,Earias insulana,Earias insulana,171
1803078,Nolidae,Earias,Earias vittella,Earias vittella,31
4534767,Nolidae,Meganola,Meganola albula,Meganola albula,1000
4534762,Nolidae,Meganola,Meganola strigula,Meganola strigula,784
4534779,Nolidae,Nola,Nola aerugula,Nola aerugula,1000
4534788,Nolidae,Nola,Nola chlamitulalis,Nola chlamitulalis,45
4534782,Nolidae,Nola,Nola confusalis,Nola confusalis,1000
1801896,Nolidae,Nola,Nola cucullatella,Nola cucullatella,1000
5114311,Nolidae,Nycteola,Nycteola asiatica,Nycteola asiatica,98
8244266,Nolidae,Nycteola,Nycteola degenerana,Nycteola degenerana,794
5114327,Nolidae,Nycteola,Nycteola revayana,Nycteola revayana,1000
5114316,Nolidae,Nycteola,Nycteola siculana,Nycteola siculana,17
1802280,Nolidae,Pseudoips,Pseudoips prasinana,Pseudoips prasinana,1000
1825176,Notodontidae,Cerura,Cerura erminea,Cerura erminea,705
1825156,Notodontidae,Cerura,Cerura vinula,Cerura vinula,1000
1822830,Notodontidae,Clostera,Clostera anachoreta,Clostera anachoreta,825
1822796,Notodontidae,Clostera,Clostera curtula,Clostera curtula,1000
1822819,Notodontidae,Clostera,Clostera pigra,Clostera pigra,1000
8397564,Notodontidae,Drymonia,Drymonia dodonaea,Drymonia dodonaea,1000
5118892,Notodontidae,Drymonia,Drymonia ruficornis,Drymonia ruficornis,1000
1822613,Notodontidae,Furcula,Furcula bicuspis,Furcula bicuspis,1000
1822587,Notodontidae,Furcula,Furcula bifida,Furcula bifida,1000
1822610,Notodontidae,Furcula,Furcula furcula,Furcula furcula,1000
1827125,Notodontidae,Gluphisia,Gluphisia crenata,Gluphisia crenata,1000
1823726,Notodontidae,Harpyia,Harpyia milhauseri,Harpyia milhauseri,1000
1825539,Notodontidae,Leucodonta,Leucodonta bicoloria,Leucodonta bicoloria,1000
1825077,Notodontidae,Notodonta,Notodonta dromedarius,Notodonta dromedarius,1000
1825083,Notodontidae,Notodonta,Notodonta torva,Notodonta torva,951
4534914,Notodontidae,Notodonta,Notodonta tritophus,Notodonta tritophus,1000
4534909,Notodontidae,Notodonta,Notodonta ziczac,Notodonta ziczac,1000
1826022,Notodontidae,Odontosia,Odontosia carmelita,Odontosia carmelita,1000
1822346,Notodontidae,Peridea,Peridea anceps,Peridea anceps,1000
5119245,Notodontidae,Phalera,Phalera bucephala,Phalera bucephala,1000
1825971,Notodontidae,Pheosia,Pheosia gnoma,Pheosia gnoma,1000
1825983,Notodontidae,Pheosia,Pheosia tremula,Pheosia tremula,1000
1825064,Notodontidae,Pterostoma,Pterostoma palpina,Pterostoma palpina,1000
1828162,Notodontidae,Ptilodon,Ptilodon capucina,Ptilodon capucina,1000
4534872,Notodontidae,Ptilodon,Ptilodon cucullina,Ptilodon cucullina,1000
5119143,Notodontidae,Ptilophora,Ptilophora plumigera,Ptilophora plumigera,1000
5118996,Notodontidae,Stauropus,Stauropus fagi,Stauropus fagi,1000
1824131,Notodontidae,Thaumetopoea,Thaumetopoea pityocampa,Thaumetopoea pityocampa,1000
1824113,Notodontidae,Thaumetopoea,Thaumetopoea processionea,Thaumetopoea processionea,1000
1823493,Notodontidae,Trichiocercus,Trichiocercus sparshalli,Trichiocercus sparshalli,832
1867820,Saturniidae,Saturnia,Saturnia pavonia,Saturnia pavonia,1000
1867928,Saturniidae,Saturnia,Saturnia pyri,Saturnia pyri,1000
1940838,Sesiidae,Bembecia,Bembecia ichneumoniformis,Bembecia ichneumoniformis,1000
1939879,Sesiidae,Paranthrene,Paranthrene tabaniformis,Paranthrene tabaniformis,592
1940807,Sesiidae,Pennisetia,Pennisetia hylaeiformis,Pennisetia hylaeiformis,932
1940158,Sesiidae,Pyropteron,Pyropteron chrysidiformis,Pyropteron chrysidiformis,591
7628988,Sesiidae,Synansphecia,Pyropteron muscaeformis,Synansphecia muscaeformis,360
5141493,Sesiidae,Sesia,Sesia apiformis,Sesia apiformis,1000
5141501,Sesiidae,Sesia,Sesia bembeciformis,Sesia bembeciformis,903
1940717,Sesiidae,Synanthedon,Synanthedon andrenaeformis,Synanthedon andrenaeformis,604
1940744,Sesiidae,Synanthedon,Synanthedon culiciformis,Synanthedon culiciformis,715
1940598,Sesiidae,Synanthedon,Synanthedon flaviventris,Synanthedon flaviventris,228
1940510,Sesiidae,Synanthedon,Synanthedon formicaeformis,Synanthedon formicaeformis,1000
4525777,Sesiidae,Synanthedon,Synanthedon myopaeformis,Synanthedon myopaeformis,1000
1940639,Sesiidae,Synanthedon,Synanthedon scoliaeformis,Synanthedon scoliaeformis,409
1940768,Sesiidae,Synanthedon,Synanthedon spheciformis,Synanthedon spheciformis,851
1940575,Sesiidae,Synanthedon,Synanthedon tipuliformis,Synanthedon tipuliformis,1000
1940644,Sesiidae,Synanthedon,Synanthedon vespiformis,Synanthedon vespiformis,1000
1861510,Sphingidae,Acherontia,Acherontia atropos,Acherontia atropos,1000
5123636,Sphingidae,Agrius,Agrius cingulata,Agrius cingulata,1000
1861644,Sphingidae,Agrius,Agrius convolvuli,Agrius convolvuli,1000
1862401,Sphingidae,Daphnis,Daphnis nerii,Daphnis nerii,1000
1864377,Sphingidae,Deilephila,Deilephila elpenor,Deilephila elpenor,1000
1864358,Sphingidae,Deilephila,Deilephila porcellus,Deilephila porcellus,1000
1861797,Sphingidae,Hemaris,Hemaris fuciformis,Hemaris fuciformis,1000
1861862,Sphingidae,Hemaris,Hemaris tityus,Hemaris tityus,1000
1862293,Sphingidae,Hippotion,Hippotion celerio,Hippotion celerio,1000
1862719,Sphingidae,Hyles,Hyles euphorbiae,Hyles euphorbiae,1000
1862837,Sphingidae,Hyles,Hyles gallii,Hyles gallii,1000
1862774,Sphingidae,Hyles,Hyles hippophaes,Hyles hippophaes,59
1862841,Sphingidae,Hyles,Hyles lineata,Hyles lineata,1000
1862765,Sphingidae,Hyles,Hyles livornica,Hyles livornica,1000
1862686,Sphingidae,Hyles,Hyles nicaea,Hyles nicaea,18
5124007,Sphingidae,Laothoe,Laothoe populi,Laothoe populi,1000
1864652,Sphingidae,Macroglossum,Macroglossum stellatarum,Macroglossum stellatarum,1000
1864008,Sphingidae,Manduca,Manduca quinquemaculatus,Manduca quinquemaculatus,1000
1864021,Sphingidae,Manduca,Manduca rustica,Manduca rustica,1000
1863978,Sphingidae,Manduca,Manduca sexta,Manduca sexta,1000
5123922,Sphingidae,Mimas,Mimas tiliae,Mimas tiliae,1000
5124071,Sphingidae,Nephele,Nephele accentifera,Nephele accentifera,37
1864161,Sphingidae,Proserpinus,Proserpinus proserpina,Proserpinus proserpina,1000
1862580,Sphingidae,Smerinthus,Smerinthus ocellata,Smerinthus ocellata,1000
5124208,Sphingidae,Sphinx,Sphinx drupiferarum,Sphinx drupiferarum,350
5124143,Sphingidae,Sphinx,Sphinx ligustri,Sphinx ligustri,1000
5124233,Sphingidae,Sphinx,Sphinx pinastri,Sphinx pinastri,1000
8403618,Zygaenidae,Adscita,Adscita geryon,Adscita geryon,28
4522753,Zygaenidae,Adscita,Adscita statices,Adscita statices,1000
5768179,Zygaenidae,Jordanita,Jordanita globulariae,Jordanita globulariae,467
5105642,Zygaenidae,Sinica,Pryeria sinica,Sinica sinica,170
7955974,Zygaenidae,Zygaena,Zygaena exulans,Zygaena exulans,972
