"family_taxon","taxon","preferred_authority","common_name","name_tvk","rtvk","organism_key"
"Noctuidae","Bryophila raptricula","([Denis & Schiffermüller], 1775)","Marbled Grey","NHMSYS0021144554","NHMSYS0021144554","NBNORG0000057870"
"Noctuidae","Bryopsis muralis","(Forster, 1771)","Marbled Green","NHMSYS0021566088","NHMSYS0021566088","NBNORG0000009463"
"Noctuidae","Caenurgina crassiuscula","(Haworth, 1809)","Double-barred","NBNSYS0000006563","NBNSYS0000006563","NBNORG0000009567"
"Noctuidae","Calamia tridens","(Hufnagel, 1766)","Burren Green","NHMSYS0000517533","NHMSYS0000517533","NBNORG0000059557"
"Noctuidae","Callopistria floridensis","(Guenée, 1852)","Florida Fern Moth","NHMSYS0021460078","NHMSYS0021460078","NBNORG0000133153"
"Noctuidae","Callopistria juventina","(Stoll, 1782)","Latin","NBNSYS0000006404","NBNSYS0000006404","NBNORG0000009476"
"Noctuidae","Callopistria latreillei","(Duponchel, 1827)","Latreille's Latin","NBNSYS0000006405","NBNSYS0000006405","NBNORG0000009477"
"Noctuidae","Calophasia lunula","(Hufnagel, 1766)","Toadflax Brocade","NBNSYS0000006316","NBNSYS0000006316","NBNORG0000009420"
"Noctuidae","Calophasia platyptera","(Esper, 1788)","Antirrhinum Brocade","NBNSYS0000006317","NBNSYS0000006317","NBNORG0000009421"
"Noctuidae","Caradrina clavipalpis","(Scopoli, 1763)","Pale Mottled Willow","NBNSYS0000006494","NBNSYS0000006494","NBNORG0000042756"
"Noctuidae","Caradrina flavirena","Guenée, 1852","Lorimer's Rustic","NHMSYS0021144577","NHMSYS0021144577","NBNORG0000042757"
"Noctuidae","Caradrina kadenii","(Freyer, [1836])","Clancy's Rustic","NHMSYS0021144575","NHMSYS0021144575","NBNORG0000105622"
"Noctuidae","Caradrina morpheus","(Hufnagel, 1766)","Mottled Rustic","NBNSYS0000006492","NBNSYS0000006492","NBNORG0000009531"
"Noctuidae","Caradrina selini","Boisduval, 1840",NULL,"NHMSYS0021377599","NHMSYS0021377599","NBNORG0000132736"
"Noctuidae","Celaena haworthii","(Curtis, 1829)","Haworth's Minor","NBNSYS0000006472","NBNSYS0000006472","NBNORG0000009519"
"Noctuidae","Ceramica pisi","(Linnaeus, 1758)","Broom Moth","NBNSYS0000006254","NBNSYS0000006254","NBNORG0000042457"
"Noctuidae","Cerapteryx graminis","(Linnaeus, 1758)","Antler Moth","NBNSYS0000006269","NBNSYS0000006269","NBNORG0000009397"
"Noctuidae","Cerastis leucographa","([Denis & Schiffermüller], 1775)","White-marked","NHMSYS0021144915","NHMSYS0021144915","NBNORG0000057690"
"Noctuidae","Cerastis rubricosa","([Denis & Schiffermüller], 1775)","Red Chestnut","NHMSYS0021144914","NHMSYS0021144914","NBNORG0000057691"
"Noctuidae","Charadra deridens","(Guenée, 1852)","Marbled Tuffet","NHMSYS0000501729","NHMSYS0000501729","NBNORG0000057694"
"Noctuidae","Charanyca trigrammica","(Hufnagel, 1766)","Treble Lines","NBNSYS0000006485","NBNSYS0000006485","NBNORG0000009527"
"Noctuidae","Chilodes maritima","(Tauscher, 1806)","Silky Wainscot","NHMSYS0021144584","NHMSYS0021144584","NBNORG0000009532"
"Noctuidae","Chloantha hyperici","([Denis & Schiffermüller], 1775)","Pale-shouldered Cloud","NHMSYS0021144597","NHMSYS0021144597","NBNORG0000057288"
"Noctuidae","Chrysodeixis acuta","(Walker, 1857)","Tunbridge Wells Gem","NHMSYS0021144469","NHMSYS0021144469","NBNORG0000009552"
"Noctuidae","Chrysodeixis chalcites","(Esper, [1803])","Golden Twin-spot","NHMSYS0021144468","NHMSYS0021144468","NBNORG0000009551"
"Noctuidae","Cirrhia gilvago","([Denis & Schiffermüller], 1775)","Dusky-lemon Sallow","NHMSYS0021144705","NHMSYS0021144705","NBNORG0000059196"
"Noctuidae","Cirrhia icteritia","(Hufnagel, 1766)","Sallow","NHMSYS0021144703","NHMSYS0021144703","NBNORG0000009451"
"Noctuidae","Cirrhia ocellaris","(Borkhausen, 1792)","Pale-lemon Sallow","NHMSYS0021144707","NHMSYS0021144707","NBNORG0000009452"
"Noctuidae","Coenobia rufa","(Haworth, 1809)","Small Rufous","NBNSYS0000006484","NBNSYS0000006484","NBNORG0000009526"
"Noctuidae","Coenophila subrosea","(Stephens, 1829)","Rosy Marsh Moth","NHMSYS0000501811","NHMSYS0000501811","NBNORG0000057735"
"Noctuidae","Colocasia coryli","(Linnaeus, 1758)","Nut-tree Tussock","NBNSYS0000006530","NBNSYS0000006530","NBNORG0000009549"
"Noctuidae","Conisania andalusica","(Staudinger, 1859)","Barrett's Marbled Coronet","NHMSYS0021167189","NHMSYS0021167189","NBNORG0000122556"
"Noctuidae","Conistra erythrocephala","([Denis & Schiffermüller], 1775)","Red-headed Chestnut","NHMSYS0021144721","NHMSYS0021144721","NBNORG0000057842"
"Noctuidae","Conistra ligula","(Esper, 1791)","Dark Chestnut","NBNSYS0000006354","NBNSYS0000006354","NBNORG0000009442"
"Noctuidae","Conistra rubiginea","([Denis & Schiffermüller], 1775)","Dotted Chestnut","NHMSYS0021144720","NHMSYS0021144720","NBNORG0000057843"
"Noctuidae","Conistra rubiginosa","(Scopoli, 1763)","Black-spotted Chestnut","NHMSYS0021144718","NHMSYS0021144718","NBNORG0000108466"
"Noctuidae","Conistra vaccinii","(Linnaeus, 1761)","Chestnut","NHMSYS0000501972","NHMSYS0000501972","NBNORG0000057844"
"Noctuidae","Copipanolis styracis","(Guenée, 1852)",NULL,"NBNSYS0100002572","NBNSYS0100002572","NBNORG0000041622"
"Noctuidae","Coranarta cordigera","(Thunberg, 1788)","Small Dark Yellow Underwing","NHMSYS0021144807","NHMSYS0021144807","NBNORG0000009371"
"Noctuidae","Cornutiplusia circumflexa","(Linnaeus, 1767)","Essex Y","NBNSYS0100002578","NBNSYS0100002578","NBNORG0000041627"
"Noctuidae","Cosmia affinis","(Linnaeus, 1767)","Lesser-spotted Pinion","NBNSYS0000006412","NBNSYS0000006412","NBNORG0000009480"
"Noctuidae","Cosmia diffinis","(Linnaeus, 1767)","White-spotted Pinion","NBNSYS0000006413","NBNSYS0000006413","NBNORG0000009481"
"Noctuidae","Cosmia pyralina","([Denis & Schiffermüller], 1775)","Lunar-spotted Pinion","NHMSYS0021144750","NHMSYS0021144750","NBNORG0000057847"
"Noctuidae","Cosmia trapezina","(Linnaeus, 1758)","Dun-bar","NBNSYS0000006414","NBNSYS0000006414","NBNORG0000009482"
"Noctuidae","Craniophora ligustri","([Denis & Schiffermüller], 1775)","Coronet","NHMSYS0021144514","NHMSYS0021144514","NBNORG0000057867"
"Noctuidae","Cryphia algae","(Fabricius, 1775)","Tree-lichen Beauty","NBNSYS0000006387","NBNSYS0000006387","NBNORG0000009461"
"Noctuidae","Crypsedra gemmea","(Treitschke, 1825)","Cameo","NHMSYS0021144604","NHMSYS0021144604","NBNORG0000006879"
"Noctuidae","Ctenoplusia accentifera","(Lefebvre, 1827)","Accent Gem","NBNSYS0000006536","NBNSYS0000006536","NBNORG0000009553"
"Noctuidae","Ctenoplusia limbirena","(Guenée, 1852)","Scar Bank Gem","NHMSYS0000502035","NHMSYS0000502035","NBNORG0000057873"
"Noctuidae","Cucullia absinthii","(Linnaeus, 1761)","Wormwood","NBNSYS0000006304","NBNSYS0000006304","NBNORG0000009416"
"Noctuidae","Cucullia argentea","(Hufnagel, 1766)","Green Silver-spangled Shark","NBNSYS0000006305","NBNSYS0000006305","NBNORG0000009417"
"Noctuidae","Cucullia artemisiae","(Hufnagel, 1766)","Scarce Wormwood","NBNSYS0000006306","NBNSYS0000006306","NBNORG0000009418"
"Noctuidae","Cucullia asteris","([Denis & Schiffermüller], 1775)","Star-wort","NHMSYS0021144523","NHMSYS0021144523","NBNORG0000057874"
"Noctuidae","Cucullia calendulae","Treitschke, 1835","Marigold Shark","NHMSYS0021460008","NHMSYS0021460008","NBNORG0000133142"
"Noctuidae","Cucullia chamomillae","([Denis & Schiffermüller], 1775)","Chamomile Shark","NHMSYS0021144520","NHMSYS0021144520","NBNORG0000057875"
"Noctuidae","Cucullia gnaphalii","(Hübner, [1813])","Cudweed","NHMSYS0000519263","NHMSYS0000519263","NBNORG0000059675"
"Noctuidae","Cucullia lactucae","(Denis & Schiffermüller, 1775)","Lettuce Shark","NHMSYS0000502041","NHMSYS0000502041","NBNORG0000057878"
"Noctuidae","Cucullia lychnitis","Rambur, 1833","Striped Lychnis","NBNSYS0000006312","NBNSYS0000006312","NBNORG0000043279"
"Noctuidae","Cucullia scrophulariae","([Denis & Schiffermüller], 1775)","Water Betony","NHMSYS0021144525","NHMSYS0021144525","NBNORG0000058994"
"Noctuidae","Cucullia umbratica","(Linnaeus, 1758)","Shark","NBNSYS0000006309","NBNSYS0000006309","NBNORG0000009419"
"Noctuidae","Cucullia verbasci","(Linnaeus, 1758)","Mullein","NBNSYS0000006314","NBNSYS0000006314","NBNORG0000043281"
"Noctuidae","Dasypolia templi","(Thunberg, 1792)","Brindled Ochre","NBNSYS0000006322","NBNSYS0000006322","NBNORG0000009424"
"Noctuidae","Deltote bankiana","(Fabricius, 1775)","Silver Barred","NBNSYS0000006519","NBNSYS0000006519","NBNORG0000009543"
"Noctuidae","Deltote deceptoria","(Scopoli, 1763)","Pretty Marbled","NBNSYS0000006517","NBNSYS0000006517","NBNORG0000009541"
"Noctuidae","Deltote uncula","(Clerck, 1759)","Silver Hook","NBNSYS0000006518","NBNSYS0000006518","NBNORG0000009542"
"Noctuidae","Denticucullus pygmina","(Haworth, 1809)","Small Wainscot","NHMSYS0021144641","NHMSYS0021144641","NBNORG0000041522"
"Noctuidae","Diachrysia chrysitis","(Linnaeus, 1758)","Burnished Brass","NBNSYS0000006539","NBNSYS0000006539","NBNORG0000009554"
"Noctuidae","Diachrysia chryson","(Esper, 1798)","Scarce Burnished Brass","NHMSYS0021144472","NHMSYS0021144472","NBNORG0000009555"
"Noctuidae","Diachrysia stenochrysis","(Warren, 1915)","Cryptic Burnished Brass","NHMSYS0020758208","NHMSYS0020758208","NBNORG0000104239"
"Noctuidae","Diarsia brunnea","([Denis & Schiffermüller], 1775)","Purple Clay","NHMSYS0021144907","NHMSYS0021144907","NBNORG0000057924"
"Noctuidae","Diarsia dahlii","(Hübner, [1813])","Barred Chestnut","NHMSYS0021144906","NHMSYS0021144906","NBNORG0000057925"
"Noctuidae","Diarsia florida","(Schmidt, 1859)","Fen Square-spot","NBNSYS0000006215","NBNSYS0000006215","NBNORG0000009360"
"Noctuidae","Diarsia mendica","(Fabricius, 1775)","Ingrailed Clay","NHMSYS0000519388","NHMSYS0000519388","NBNORG0000059699"
"Noctuidae","Diarsia rubi","(Vieweg, 1790)","Small Square-spot","NBNSYS0000006214","NBNSYS0000006214","NBNORG0000009359"
"Noctuidae","Dichagyris flammatra","([Denis & Schiffermüller], 1775)","Black Collar","NHMSYS0021144883","NHMSYS0021144883","NBNORG0000058597"
"Noctuidae","Dicycla oo","(Linnaeus, 1758)","Heart Moth","NBNSYS0000006411","NBNSYS0000006411","NBNORG0000009479"
"Noctuidae","Diloba caeruleocephala","(Linnaeus, 1758)","Figure of Eight","NBNSYS0000006106","NBNSYS0000006106","NBNORG0000009290"
"Noctuidae","Diphthera festiva","(Fabricius, 1775)",NULL,"NBNSYS0000005303","NBNSYS0000005303","NBNORG0000008891"
"Noctuidae","Dryobota labecula","(Esper, 1788)","Oak Rustic","MM0001Z1Q00021ZZ","MM0001Z1Q00021ZZ","NBNORG0000006878"
"Noctuidae","Dryobotodes eremita","(Fabricius, 1775)","Brindled Green","NBNSYS0000006341","NBNSYS0000006341","NBNORG0000009437"
"Noctuidae","Dryobotodes roboris","(Boisduval, [1828])","Southern Brindled Green","NHMSYS0021144761","NHMSYS0021144761","NBNORG0000108235"
"Noctuidae","Dryobotodes tenebrosa","(Esper, 1789)","Sombre Brocade","NHMSYS0020503121","NHMSYS0020503121","NBNORG0000117385"
"Noctuidae","Dypterygia scabriuscula","(Linnaeus, 1758)","Bird's Wing","NBNSYS0000006397","NBNSYS0000006397","NBNORG0000009469"
"Noctuidae","Egira conspicillaris","(Linnaeus, 1758)","Silver Cloud","NBNSYS0000006274","NBNSYS0000006274","NBNORG0000009400"
"Noctuidae","Elaphria agrotina","(Guenée, 1852)","Agrotina Midget","NHMSYS0020530784","NHMSYS0020530784","NBNORG0000097728"
"Noctuidae","Elaphria venustula","(Hübner, 1790)","Rosy Marbled","NHMSYS0000502337","NHMSYS0000502337","NBNORG0000058029"
"Noctuidae","Enargia paleacea","(Esper, 1791)","Angle-striped Sallow","NHMSYS0021144744","NHMSYS0021144744","NBNORG0000009478"
"Noctuidae","Eremobia ochroleuca","([Denis & Schiffermüller], 1775)","Dusky Sallow","NHMSYS0021144609","NHMSYS0021144609","NBNORG0000058123"
"Noctuidae","Eriopygodes imbecilla","(Fabricius, 1794)","Silurian","NBNSYS0000006268","NBNSYS0000006268","NBNORG0000009396"
"Noctuidae","Eucarta amethystina","(Hübner, 1803)","Cumberland Gem","NHMSYS0000502514","NHMSYS0000502514","NBNORG0000058139"
"Noctuidae","Eucarta virgo","(Treitschke, 1835)","Silvery Gem","NHMSYS0020758196","NHMSYS0020758196","NBNORG0000104237"
"Noctuidae","Euchalcia variabilis","(Piller & Mitterpacher, 1783)","Purple-shaded Gem","NBNSYS0000006543","NBNSYS0000006543","NBNORG0000058140"
"Noctuidae","Eudryas staejohannis","(Walker, 1856)",NULL,"NHMSYS0000502564","NHMSYS0000502564","NBNORG0000058168"
"Noctuidae","Eugnorisma depuncta","(Linnaeus, 1761)","Plain Clay","NBNSYS0000006189","NBNSYS0000006189","NBNORG0000009347"
"Noctuidae","Eugnorisma glareosa","(Esper, 1788)","Autumnal Rustic","NHMSYS0000502566","NHMSYS0000502566","NBNORG0000058169"
"Noctuidae","Euplexia lucipara","(Linnaeus, 1758)","Small Angle Shades","NBNSYS0000006401","NBNSYS0000006401","NBNORG0000009473"
"Noctuidae","Eupsilia transversa","(Hufnagel, 1766)","Satellite","NBNSYS0000006351","NBNSYS0000006351","NBNORG0000009441"
"Noctuidae","Eurois occulta","(Linnaeus, 1758)","Great Brocade","NBNSYS0000006228","NBNSYS0000006228","NBNORG0000009369"
"Noctuidae","Euxoa cursoria","(Hufnagel, 1766)","Coast Dart","NBNSYS0000006169","NBNSYS0000006169","NBNORG0000009334"
"Noctuidae","Euxoa nigricans","(Linnaeus, 1761)","Garden Dart","NHMSYS0000502656","NHMSYS0000502656","NBNORG0000058225"
"Noctuidae","Euxoa obelisca","([Denis & Schiffermüller], 1775)","Square-spot Dart","NHMSYS0000520123","NHMSYS0000520123","NBNORG0000059843"
"Noctuidae","Euxoa tritici","(Linnaeus, 1761)","White-line Dart","NBNSYS0000006167","NBNSYS0000006167","NBNORG0000009333"
"Noctuidae","Fabula zollikoferi","(Freyer, [1836])","Scarce Arches","NHMSYS0021144628","NHMSYS0021144628","NBNORG0000009509"
"Noctuidae","Feltia subgothica","(Haworth, 1809)","Gothic Dart","NBNSYS0000006181","NBNSYS0000006181","NBNORG0000009340"
"Noctuidae","Feltia subterranea","(Fabricius, 1794)","Tawny Shoulder","NBNSYS0000006182","NBNSYS0000006182","NBNORG0000009341"
"Noctuidae","Galgula partita","Guenée, 1852","Wedgeling","NHMSYS0021144570","NHMSYS0021144570","NBNORG0000117341"
"Noctuidae","Globia algae","(Esper, 1788)","Rush Wainscot","NHMSYS0021144657","NHMSYS0021144657","NBNORG0000009524"
"Noctuidae","Globia sparganii","(Esper, 1789)","Webb's Wainscot","NHMSYS0021144656","NHMSYS0021144656","NBNORG0000009523"
"Noctuidae","Gortyna borelii","(Pierret, 1837)","Fisher's Estuarine Moth","NHMSYS0000520248","NHMSYS0000520248","NBNORG0000059868"
"Noctuidae","Gortyna flavago","([Denis & Schiffermüller], 1775)","Frosted Orange","NHMSYS0021144610","NHMSYS0021144610","NBNORG0000058272"
"Noctuidae","Graphania dives","(Philpott, 1930)","Maori","NBNSYS0000006303","NBNSYS0000006303","NBNORG0000009415"
"Noctuidae","Graphiphora augur","(Fabricius, 1775)","Double Dart","NBNSYS0000006200","NBNSYS0000006200","NBNORG0000009353"
"Noctuidae","Griposia aprilina","(Linnaeus, 1758)","Merveille du Jour","NBNSYS0000147940","NBNSYS0000147940","NBNORG0000009436"
"Noctuidae","Hada plebeja","(Linnaeus, 1761)","Shears","NHMSYS0000502789","NHMSYS0000502789","NBNORG0000058285"
"Noctuidae","Hadena albimacula","(Borkhausen, 1792)","White Spot","NBNSYS0000006265","NBNSYS0000006265","NBNORG0000009393"
"Noctuidae","Hadena bicruris","(Hufnagel, 1766)","Lychnis","NBNSYS0000006266","NBNSYS0000006266","NBNORG0000009394"
"Noctuidae","Hadena caesia","([Denis & Schiffermüller], 1775)","Grey","NHMSYS0000520318","NHMSYS0000520318","NBNORG0000059882"
"Noctuidae","Hadena compta","([Denis & Schiffermüller], 1775)","Varied Coronet","NHMSYS0021144848","NHMSYS0021144848","NBNORG0000058287"
"Noctuidae","Hadena confusa","(Hufnagel, 1766)","Marbled Coronet","NBNSYS0000006264","NBNSYS0000006264","NBNORG0000009392"
"Noctuidae","Hadena irregularis","(Hufnagel, 1766)","Viper's Bugloss","NBNSYS0000006261","NBNSYS0000006261","NBNORG0000009390"
"Noctuidae","Hadena perplexa","([Denis & Schiffermüller], 1775)","Tawny Shears","NHMSYS0000520328","NHMSYS0000520328","NBNORG0000059884"
"Noctuidae","Hecatera bicolorata","(Hufnagel, 1766)","Broad-barred White","NBNSYS0000006255","NBNSYS0000006255","NBNORG0000009386"
"Noctuidae","Hecatera dysodea","([Denis & Schiffermüller], 1775)","Small Ranunculus","NHMSYS0021144844","NHMSYS0021144844","NBNORG0000058294"
"Noctuidae","Helicoverpa armigera","(Hübner, [1808])","Scarce Bordered Straw","NHMSYS0021144542","NHMSYS0021144542","NBNORG0000058300"
"Noctuidae","Heliothis maritima","Graslin, 1855","Shoulder-striped Clover","NBNSYS0000006508","NBNSYS0000006508","NBNORG0000009539"
"Noctuidae","Heliothis nubigera","Herrich-Schäffer, 1851","Eastern Bordered Straw","NHMSYS0021144541","NHMSYS0021144541","NBNORG0000058306"
"Noctuidae","Heliothis peltigera","([Denis & Schiffermüller], 1775)","Bordered Straw","NHMSYS0021144540","NHMSYS0021144540","NBNORG0000058307"
"Noctuidae","Heliothis viriplaca","(Hufnagel, 1766)","Marbled Clover","NBNSYS0000006507","NBNSYS0000006507","NBNORG0000009538"
"Noctuidae","Helotropha leucostigma","(Hübner, [1808])","Crescent","NHMSYS0021167167","NHMSYS0021167167","NBNORG0000059585"
"Noctuidae","Hoplodrina ambigua","([Denis & Schiffermüller], 1775)","Vine's Rustic","NHMSYS0021144582","NHMSYS0021144582","NBNORG0000058331"
"Noctuidae","Hoplodrina blanda","([Denis & Schiffermüller], 1775)","Rustic","NHMSYS0021144580","NHMSYS0021144580","NBNORG0000058332"
"Noctuidae","Hoplodrina octogenaria","(Goeze, 1781)","Uncertain","NHMSYS0021144579","NHMSYS0021144579","NBNORG0000009528"
"Noctuidae","Hoplodrina superstes","(Ochsenheimer, 1816)","Powdered Rustic","NBNSYS0000006488","NBNSYS0000006488","NBNORG0000009529"
"Noctuidae","Hydraecia micacea","(Esper, 1789)","Rosy Rustic","NBNSYS0000006466","NBNSYS0000006466","NBNORG0000009514"
"Noctuidae","Hydraecia osseola","(Staudinger, 1882)","Marsh Mallow Moth","NHMSYS0000520468","NHMSYS0000520468","NBNORG0000059912"
"Noctuidae","Hydraecia petasitis","Doubleday, 1847","Butterbur","NBNSYS0000006467","NBNSYS0000006467","NBNORG0000009515"
"Noctuidae","Hyppa rectilinea","(Esper, 1796)","Saxon","NHMSYS0021144595","NHMSYS0021144595","NBNORG0000009483"
"Noctuidae","Ipimorpha retusa","(Linnaeus, 1761)","Double Kidney","NHMSYS0000502954","NHMSYS0000502954","NBNORG0000058370"
"Noctuidae","Ipimorpha subtusa","([Denis & Schiffermüller], 1775)","Olive","NHMSYS0021144745","NHMSYS0021144745","NBNORG0000058371"
"Noctuidae","Jodia croceago","([Denis & Schiffermüller], 1775)","Orange Upperwing","NHMSYS0021144722","NHMSYS0021144722","NBNORG0000058375"
"Noctuidae","Lacanobia blenna","(Hübner, [1824])","Stranger","NHMSYS0021144820","NHMSYS0021144820","NBNORG0000058381"
"Noctuidae","Lacanobia contigua","([Denis & Schiffermüller], 1775)","Beautiful Brocade","NHMSYS0021144816","NHMSYS0021144816","NBNORG0000058382"
"Noctuidae","Lacanobia oleracea","(Linnaeus, 1758)","Bright-line Brown-eye","NBNSYS0000006251","NBNSYS0000006251","NBNORG0000009384"
"Noctuidae","Lacanobia splendens","(Hübner, [1808])","Splendid Brocade","NHMSYS0001703672","NHMSYS0001703672","NBNORG0000086954"
"Noctuidae","Lacanobia suasa","([Denis & Schiffermüller], 1775)","Dog's Tooth","NHMSYS0021144817","NHMSYS0021144817","NBNORG0000058383"
"Noctuidae","Lacanobia thalassina","(Hufnagel, 1766)","Pale-shouldered Brocade","NBNSYS0000006249","NBNSYS0000006249","NBNORG0000009383"
"Noctuidae","Lacanobia w-latinum","(Hufnagel, 1766)","Light Brocade","NBNSYS0000006248","NBNSYS0000006248","NBNORG0000009382"
"Noctuidae","Lacinipolia laudabilis","(Guenée, 1852)",NULL,"NHMSYS0000502988","NHMSYS0000502988","NBNORG0000058384"
"Noctuidae","Lacinipolia renigera","(Stephens, 1829)","Kidney-spotted Minor","NBNSYS0000006237","NBNSYS0000006237","NBNORG0000009374"
"Noctuidae","Lateroligia ophiogramma","(Esper, 1794)","Double Lobed","NHMSYS0021144683","NHMSYS0021144683","NBNORG0000009494"
"Noctuidae","Lenisa geminipuncta","(Haworth, 1809)","Twin-spotted Wainscot","NHMSYS0021144636","NHMSYS0021144636","NBNORG0000009521"
"Noctuidae","Leptologia lota","(Clerck, 1759)","Red-line Quaker","NHMSYS0021566593","NHMSYS0021566593","NBNORG0000009444"
"Noctuidae","Leptologia macilenta","(Hübner, [1809])","Yellow-line Quaker","NHMSYS0021566598","NHMSYS0021566598","NBNORG0000057410"
"Noctuidae","Leucania comma","(Linnaeus, 1761)","Shoulder-striped Wainscot","NBNSYS0000150498","NBNSYS0000150498","NBNORG0000009413"
"Noctuidae","Leucania loreyi","(Duponchel, 1827)","Cosmopolitan","NHMSYS0021144875","NHMSYS0021144875","NBNORG0000009414"
"Noctuidae","Leucania obsoleta","(Hübner, [1803])","Obscure Wainscot","NHMSYS0021144872","NHMSYS0021144872","NBNORG0000058540"
"Noctuidae","Leucania putrescens","(Hübner, [1824])","Devonshire Wainscot","NHMSYS0021144873","NHMSYS0021144873","NBNORG0000058542"
"Noctuidae","Leucochlaena oditis","(Hübner, [1822])","Beautiful Gothic","NHMSYS0021144694","NHMSYS0021144694","NBNORG0000058405"
"Noctuidae","Lithophane consocia","(Borkhausen, 1792)","Softly's Shoulder-knot","NHMSYS0001703673","NHMSYS0001703673","NBNORG0000086955"
"Noctuidae","Lithophane furcifera","(Hufnagel, 1766)","Conformist","NBNSYS0000006331","NBNSYS0000006331","NBNORG0000009430"
"Noctuidae","Lithophane lamda","(Fabricius, 1787)","Nonconformist","NBNSYS0000006332","NBNSYS0000006332","NBNORG0000009431"
"Noctuidae","Lithophane leautieri","(Boisduval, 1829)","Blair's Shoulder-knot","NHMSYS0000520793","NHMSYS0000520793","NBNORG0000059976"
"Noctuidae","Lithophane ornitopus","(Hufnagel, 1766)","Grey Shoulder-knot","NHMSYS0000520798","NHMSYS0000520798","NBNORG0000059977"
"Noctuidae","Lithophane semibrunnea","(Haworth, 1809)","Tawny Pinion","NBNSYS0000006328","NBNSYS0000006328","NBNORG0000009427"
"Noctuidae","Lithophane socia","(Hufnagel, 1766)","Pale Pinion","NBNSYS0000150730","NBNSYS0000150730","NBNORG0000009428"
"Noctuidae","Litoligia literosa","(Haworth, 1809)","Rosy Minor","NHMSYS0021144686","NHMSYS0021144686","NBNORG0000009498"
"Noctuidae","Longalatedes elymi","(Treitschke, 1825)","Lyme Grass","NHMSYS0021144634","NHMSYS0021144634","NBNORG0000041517"
"Noctuidae","Luperina dumerilii","(Duponchel, 1826)","Dumeril's Rustic","NHMSYS0021144620","NHMSYS0021144620","NBNORG0000009508"
"Noctuidae","Luperina nickerlii","(Freyer, 1845)","Sandhill Rustic","NHMSYS0000520843","NHMSYS0000520843","NBNORG0000059986"
"Noctuidae","Luperina testacea","([Denis & Schiffermüller], 1775)","Flounced Rustic","NHMSYS0021144621","NHMSYS0021144621","NBNORG0000058435"
"Noctuidae","Lycophotia porphyrea","([Denis & Schiffermüller], 1775)","True Lover's Knot","NHMSYS0021144917","NHMSYS0021144917","NBNORG0000058448"
"Noctuidae","Macdunnoughia confusa","(Stephens, 1850)","Dewick's Plusia","NBNSYS0000006541","NBNSYS0000006541","NBNORG0000009556"
"Noctuidae","Mamestra brassicae","(Linnaeus, 1758)","Cabbage Moth","NBNSYS0000006245","NBNSYS0000006245","NBNORG0000009380"
"Noctuidae","Megalographa biloba","(Stephens, 1830)","Stephen's Gem","NBNSYS0100003895","NBNSYS0100003895","NBNORG0000042392"
"Noctuidae","Meganephria bimaculosa","(Linnaeus, 1767)","Double-spot Brocade","MM0001Z100H6VVQ1","MM0001Z100H6VVQ1","NBNORG0000006860"
"Noctuidae","Melanchra persicariae","(Linnaeus, 1761)","Dot Moth","NBNSYS0000006246","NBNSYS0000006246","NBNORG0000009381"
"Noctuidae","Mesapamea didyma","(Esper, 1788)","Lesser Common Rustic","NBNSYS0000006443","NBNSYS0000006443","NBNORG0000009501"
"Noctuidae","Mesapamea secalis","(Linnaeus, 1758)","Common Rustic","NBNSYS0000006442","NBNSYS0000006442","NBNORG0000009500"
"Noctuidae","Mesogona acetosellae","([Denis & Schiffermüller], 1775)","Pale Stigma","NHMSYS0021144708","NHMSYS0021144708","NBNORG0000058477"
"Noctuidae","Mesoligia furuncula","([Denis & Schiffermüller], 1775)","Cloaked Minor","NHMSYS0021144687","NHMSYS0021144687","NBNORG0000058478"
"Noctuidae","Mniotype adusta","(Esper, 1790)","Dark Brocade","NBNSYS0000006343","NBNSYS0000006343","NBNORG0000026737"
"Noctuidae","Mniotype satura","([Denis & Schiffermüller], 1775)","Beautiful Arches","NHMSYS0021144779","NHMSYS0021144779","NBNORG0000057581"
"Noctuidae","Mniotype solieri","(Boisduval, 1840)","Bedrule Brocade","NBNSYS0000005284","NBNSYS0000005284","NBNORG0000041253"
"Noctuidae","Mocis trifasciata","(Stephens, 1830)","Triple-barred","NBNSYS0000006564","NBNSYS0000006564","NBNORG0000009568"
"Noctuidae","Moma alpium","(Osbeck, 1778)","Scarce Merveille du Jour","NBNSYS0000006372","NBNSYS0000006372","NBNORG0000009453"
"Noctuidae","Mormo maura","(Linnaeus, 1758)","Old Lady","NBNSYS0000006396","NBNSYS0000006396","NBNORG0000009468"
"Noctuidae","Mythimna albipuncta","([Denis & Schiffermüller], 1775)","White-point","NHMSYS0021144867","NHMSYS0021144867","NBNORG0000058535"
"Noctuidae","Mythimna commoides","(Guenée, 1852)",NULL,"NHMSYS0000503310","NHMSYS0000503310","NBNORG0000058536"
"Noctuidae","Mythimna conigera","([Denis & Schiffermüller], 1775)","Brown-line Bright-eye","NHMSYS0021144861","NHMSYS0021144861","NBNORG0000058537"
"Noctuidae","Mythimna ferrago","(Fabricius, 1787)","Clay","NBNSYS0000006286","NBNSYS0000006286","NBNORG0000009406"
"Noctuidae","Mythimna impura","(Hübner, [1808])","Smoky Wainscot","NHMSYS0021144862","NHMSYS0021144862","NBNORG0000058538"
"Noctuidae","Mythimna l-album","(Linnaeus, 1767)","L-album Wainscot","NBNSYS0000006295","NBNSYS0000006295","NBNORG0000009411"
