Phylum,Class,Order,Family,Subfamily,Scientific Name,Common Name,Authority
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Eugnathia diagonalis,,"Hampson,1910"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Eugnathia xenia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Gesonia fallax,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Gesonia obeditalis,,"Walker,1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Homodes bracteigutta,,"Walker, 1862"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Homodes crocea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Homodes vivida,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Hypenagonia longipalpis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Hyposada postalbata,,"Holloway, 2009"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Hyposada ruptifascia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Hyposada serendipitatis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Laspeyria ruficeps,Rufous Hook-tip,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Lopharthrum comprimens,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Lophoruza vacillatrix,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Metaemene atrigutta,,"Walker,1862"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Nechesia albotentata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Olulis puncticinctalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Oruza crocodetoides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Prolophota trigonifera,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Rhesala imparata,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Rhesala nigricans,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Saroba antecedens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Saroba flavipicta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Saroba maculicosta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Saroba pansa,,"Swinhoe,1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Sarobides inconclusa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba basiscripta,,"Walker,1864"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba cautiperas,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba coeruleobasis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba delicata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba diaphora,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba euryodia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba lahera,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba mnionomera,,"Hampson, 1926"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba nigrilinea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba sidonalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tamba sobana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tipasa nebulosella,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tiruvaca hollowayi,,"Kobes,1988"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tiruvaca subcostalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Tropidtamba lepraota,,"Hampson,1898"
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Zurobata intractata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Boletobiinae,Zurobata vacillans,,"Walker, 1864"
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Cyclodes omma,,"van der Hoeven, 1840"
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima (Rhytia) discrepans,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima discrepans,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima dividens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima homaena,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima hypermnestra,Grape Fruit Piercer,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima materna,Dot-underwing Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima phalonia,Common Fruitpiercing Moth,"Linnaeus,1763"
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima salaminia,Green Fruit-piercing Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Eudocima smaragdipicta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Goniocraspedon mistura,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Oraesia emarginata,Fruit piercing moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Calpinae,Rhesala moestalis,,"Walker, 1866"
Arthropoda,Insecta,Lepidoptera,Erebidae,Ennominae,Sundagrapha tenebrosa,,"Swinhoe,1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Achaea janata,Castor SemiLooper/Croton caterpillar,"Linnaeus,1758"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Achaea serva,-,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Aedia leucomelas,Sorcerer moth,"Linnaeus, 1758"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Anereuthina renosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Anisoneura aluco,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Anisoneura salebrosa,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Armana nigraericta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Arsacia rectalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Artena dotata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Avatha bubo,,"Geyer, 1832"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Avatha complens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Avatha rufiscripta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Avatha tepescens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bamra albicola,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bamra mundata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bastilla arcuata,Arcuate Passenger Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bastilla crameri,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bastilla fulvotaenia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Bastilla joviana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Brontypena ochrocuprea,,"Pagenstecher,1894"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Buzara onelia,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Chalciope mygdon,Triangular Striped Moth,"Cramer,1777"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Corcobara angulipennis,,"Moore,1894"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Daddala quadrisignata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Delgamma pangonia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Dordura aliena,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Dysgonia stuposa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ercheia cyllaria,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ercheia pulchrivenula,,"Gaede,1938"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erebus caprimulgus,,"Fabricius, 1781"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erebus ephesperis,,"Hűbner,1827"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erebus hieroglyphica,White-barred Owl moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erebus macrops,Common Owl Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ericeia eriophora,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ericeia fraterna,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ericeia inangulata,Sober Tabby,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ericeia sobria,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erygia apicalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Erygia spissa,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Falana sordida,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Grammodes geometrica,,"Fabricius, 1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hamodes lutea,,"Walker,1863"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hulodes caranea,,"Cramer,1780"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hulodes donata,,"Schultze, 1907"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hulodes drylla,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hypopyra pudens,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hypopyra vespertilio,,"Fabricius, 1787"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hypospila bolinoides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Hypospila creberrima,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja anna,-,"Swinhoe,1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja ferrifracta,,"Walker,1864"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja hagenii,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja hemiphaea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja inferna,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja manlia,,"Swinhoe,1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ischyja manlioides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Lacera nyarlathotepi,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Lacera uniformis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Lygniodes endoleucus,,"GuérinMeneville, 1844"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Macaldenia palumba,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Mocis frugalis,Sugarcane Looper,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Mocis undata,Brownstriped Semilooper,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ommatophora fulvastra,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ommatophora luminosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ophisma pallescens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ophiusa discriminans,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ophiusa tirhacoides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ophiusa trapezium,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Oxyodes scrobiculata,Longan Semi-looper,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Pandesma quenavadi,,"Guenée,1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Parallelia calefaciens,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Pericyma cruegeri,Poinciana Looper,"Butler, 1886"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Pilipectus cyclopis,,"Hampson,1912"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Pindara illibata,,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Platyja minutipuncta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Platyja sumatrana,,"Felder,1894"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Platyja umbrina,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Platyja umminia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Polydesma boarmoides,,"Guenée,1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Pterocyclophora ridleyi,,"Hampson,1913"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Serrodes campana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Serrodes partita,Catapult Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Speiredonia sandokana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Sphingomorpha chlorea,Sundowner moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Spirama retorta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Sympis rufibasis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Sypna albilinea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Thyas coronata,Yellow Underwing,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Thyas honesta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Tochara creberrima,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Toxonprucha crudelis,Cruel Toxonprucha,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Trigonodes hyppasia,Triangles Moth/Semilooper moth,"Cramer,1779"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ugia disjungens,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ugia serrilinea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ugia signifera,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa ablualis,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa editha,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa ereboides,,"Walker, 1863"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa geometroides,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa orgyoides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Adrapsa tenomigera,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula alpheusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula depressalis,,"Snellen, 1886"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula momusalis ,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula nigra,,"Swinhoe, 1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula pallidicosta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bertula tespisalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bocana manifestalis,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Bocana silenusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Egnasides rudmuna,,"Swinhoe,1905"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia harmani,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia hisbonalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia hypenalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia kimae,,"Holloway,2008"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia mysalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hadennia nigerrima,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hipoepa biasalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hipoepa fractalis,,"Guenée, 1854"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hydrillodes gravatalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hydrillodes hemusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hydrillodes lentalis,,"Guenee, 1854"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Hydrillodes plicaloides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Lysimelia alstoni,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Lysimelia neleusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Naarda ochreistigma,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Nodaria externalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Polypogon albapex,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Polypogon nothusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Polypogon warleyi,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Progonia oileusalis,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Schistorhynx lobata,,"Prout,1925"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia bimarginata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia concisalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia cornicalis,,"Fabricius, 1794"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia discosticta,,"Hampson, 1912"
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia robustalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Herminiinae,Simplicia schaldusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hulodini,Speiredonia mutabilis,,"Fabricius,1794"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Acidon mariae,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Acidon nigrobasis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Acidon rectivia,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Acidon sabada,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Acidon wayangkulit,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Catada canaliferalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Catada transversalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Cultripalpa lunulifera,-,"Hampson,1926"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Cultripalpa partita,,"Guenée,1852"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Dichromia cognata,,"Moore, 1885"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Dichromia laesalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Euphiuche picta,,"Moore, 1882"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Gonoglasa camptogramma,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena abjectalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena gonospilalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena laceratalis,Lantana Defoliator,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena obacerralis,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena robustalis,,"Snellen, 1880"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Hypena simplicalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypeninae,Mecistoptera emmiae,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypenodinae,Feathalina postreducta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypenodinae,Luceria oculalis,,"Moore, 1877"
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypocalinae,Hypocala andamana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Hypocalinae,Hypocala violacea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Avitta bracteola,,"Holloway,1976"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Avitta guttulosa,,"Swinhoe,1900"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Avittonia albidentata,,"Hampson,1926"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Diascia hayesi,,"Holloway,1976"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Lutzugia trigonalis,,"Kobes,1983"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Pseudosphetta fissisigna,,"Hampson,1926"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Rhynchodina molybdota,,"Hampson,1926"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Stenocarsia sthenoptera,,"Swinhoe,1895"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis,Talariga capacior,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis (plausibly Pangraptinae),Poliofoca gebenna,,"Swinhoe,1903"
Arthropoda,Insecta,Lepidoptera,Erebidae,incertae sedis (Plausibly Scoliopteryginae),Xanthanomis xanthina,,"Holloway & Zilli,2005"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lithosiinae,Darantasia cuneiplena,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lithosiinae,Macotasa tortricoides,,"Walker, 1862"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis cygna,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis dorsalineatus,,"Holloway,1999"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis egerina,,"Swinhoe,1893"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis florella,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis l-nigrum,Black V Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis marginalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis obtusa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis plumbacea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis rutila,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis semihyalina,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis singaporensis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis submarginata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arctornis ungula,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arna bipunctapex,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Arna perplexa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Artaxa nubilosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Artaxa ormea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Bembina isabellina,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Calliteara grotei,Grote's Tussock Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Calliteara horsfieldii,Horsfield's Tussock Moth,"Saunders,1851"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Carriola ecnomoda,,"Swinhoe, 1907"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Clethrogyna turbata,,"Butler, 1879"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Dasychira chekiangensis,Zhejiang Tussock Moth,"Collenette,1938"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Euproctis lutea,Yellow Tussock,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Euproctis singapura,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Euproctis taiwana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lacida biplagata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lymantria alexandrae,,"Schintlmeister, 1994"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lymantria brotea brotea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lymantria faircloughi,,"Holloway,1999"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lymantria ganara,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Micromorphe linta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Nygmia amplior,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Nygmia fumosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Nygmia guttistriga,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Nygmia plana,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Olene dudgeoni,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Olene inclusa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Olene mendosa,Brown Tussock Moth,"Hűbner,1823"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orgyia antiqua,Rusty Tussock Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orgyia osseata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orgyia postica,Cocoa Tussock Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orvasca bicolor,,"Heylaerts, 1892"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orvasca subnotata,,"Walker,1865"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Pantana substrigosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Perina nuda,Banyan tussock moth,"Fabricius, 1787"
