Phylum,Class,Order,Family,Subfamily,Scientific Name,Common Name,Authority
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Perina sunda,Sundanian Clearwing Tussock Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Rhypotoses maculutea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Somena aurantiacoides,,"Holloway,1999"
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantriinae,Somena similis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Pamgraptinae,Claterna cydonia,,"Cramer,1775"
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Bematha extensa,,"Walker,1865"
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Gespanna confirmata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Masca abactalis,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Nagadeba celenoalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Pangrapta philemonalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Pangraptinae,Throana amyntoralis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Rivulinae,Bocula bifaria,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Rivulinae,Bocula xanthostola,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Rivulinae,Rivula inconspicua,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Rivulinae,Tamsia hieroglyphica,,"Swinhoe,1902"
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Anomis albipunctula,,Hampson
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Anomis cupienda,,"Swinhoe,1903"
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Anomis flava,Tropical Anomis,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Anomis mutilata,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Anomis scitipennis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Arthisma mutilata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Chilkasa falcata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Dinumma combusta,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Dinumma deponens,curved-ribbon,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Dinumma oxygrapha,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Malagonia lineata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Rusicada privata,Hibiscus Leaf Caterpillar Moth,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Savara anomioides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Thalatta fasciosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryginae,Xanthanomis fuscifrons,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Tinoliinae,Poeta denotalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,Tinoliinae,Poeta quadrinotata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Asta quadrilinea,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Avitta fasciosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Avitta ophiusalis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Batracharta cossoides,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Blasticorhinus rivulosa,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Chorsia dinglei,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Chorsia hemicyclopis,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Chrysopera combinans,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Marapana pulverata,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Oglasa basicomma,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Oglasa sordidula,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Pantura rufifrons,,
Arthropoda,Insecta,Lepidoptera,Erebidae,,Vestura minereusalis,,
Arthropoda,Insecta,Lepidoptera,Eupterotidae,Eupterotinae,Eupterote naessigi,,
Arthropoda,Insecta,Lepidoptera,Eupterotidae,Eupterotinae,Eupterote niassana,,
Arthropoda,Insecta,Lepidoptera,Eupterotidae,Eupterotinae,Ganisa plana,,"Walker,1855"
Arthropoda,Insecta,Lepidoptera,Eupterotidae,Eupterotinae,Sphingognatha asclepiades,,"Felder & Felder, 1874"
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Anigraea rubida,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Chlumetia euthysticha,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Chlumetia transversa,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Kobestelia rosea,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Paectes roseovincta,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Penicillaria jocosatrix,Mango Shoot Borer,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Targalla atripars,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Targalla delatrix,Eugenia Caterpillar,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Targalla palliatrix,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Targalla subocellata,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Euteliinae,Targallodes vittalba,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Aegilia describens,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Aegilia sundascribens,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Lophoptera illucida,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Lophoptera leucostriga,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Lophoptera nama,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Lophoptera squammigera,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Odontodes aleuca,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Odontodes seranensis,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Sigmuncus arcuata,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Stictoptera columba,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Stictoptera cucullioides,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Stictoptera repleta,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Stictoptera signifera,,
Arthropoda,Insecta,Lepidoptera,Euteliidae,Stictopterinae,Stictoptera trajiciens,,
Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeridinae,Dichomeris oxycarpa,,
Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeridinae,Helcystogramma hibisci,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Alex palparia,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Derambila dentiscripta,,"Bastelberger, 1909"
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Derambila lumenaria,,"Geyer, 1837"
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Eumelea biflavata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Eumelea florinata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Eumelea ludovicata,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Eumelea rosalia,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Noreia ajaia,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Geometridae,Desmobathrinae,Noreia unilineata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Achrosis fulvifusa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Acronyctodes mexicanaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Amblychia angeronaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Amblychia hymenaria,,"Guenée, 1858"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Aplochlora vivilaca,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Astygisa vexillaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Biston inouei,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Biston insularis,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Biston pustulata,,"Warren, 1896"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Borbacha pardaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Borbacha punctipardaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Bulonga schistacearia,,"Walker,1859"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calichodes subrugata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calletaera basipuncta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calletaera dentata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calletaera jotaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calletaera schistacea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Calletaera subexpressa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Catoria delectaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Catoria olivescens,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Catoria sublavaria,,"Guenee, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Celenna festivaria,,"Fabricius, 1794"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Chiasmia emersaria,,"Walker, 1861"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Chiasmia ozararia,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Chiasmia translineata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Chorodna complicataria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora alienaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora determinata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora fraterna,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora injectaria,,"Walker, 1860"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora repetita,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Cleora scriptaria,Kawakawa looper,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Coremecis maculata,,"Warren,1899"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Coremecis nigrovittata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Corymica latimarginata,,"Swinhoe, 1902"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Curbia martiata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Dasyboarmia subpilosa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Diplurodes inundata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Ectropis bhurmitra,Burmese Engrailed Moth,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Eutoea heteroneurata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Fascellina castanea,,"Moore, 1877"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Fascellina chromataria,,"Walker, 1860"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Fascellina clausaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Fascellina meligerys,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Fascellina viridicosta,,"Holloway,1993"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Genusa bigutta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Gonodontis clelia,,"Cramer, 1780"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Gonodontis pallida,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Heteralex rectilineata,,"Guenée,1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Heterostegane tritocampsis,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Heterostegane warreni,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hyperythra lutea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hypochrosis binexata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hypomecis costaria,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hypomecis separata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hypomecis transcissa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hyposidra incomptaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hyposidra infixaria,,"Walker, 1860"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hyposidra picaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hyposidra talaca,Black Looper,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Hypulia eleuthera,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Krananda extranotata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Krananda semihyalina,,"Moore,1868"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Lomographa inamata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Lomographa luciferata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Luxiaria acutaria,,"Snellen, 1877"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Luxiaria fictaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Luxiaria submonstrata,,"Walker, 1861"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Microcalicha punctimarginaria,,"Leech,1897"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Nothomiza xanthocolona,,"Meyrick,1897"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Ophthalmitis rufilauta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Ophthalmitis viridior,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Pareumelea eugeniata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Pareumelea hortensiata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Peratophyga venetia,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Peratophyga xanthyala,,"Hampson,1896"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Petelia delostigma,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Petelia medardaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Plutodes cyclaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Plutodes flavescens,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Psamatodes abydata,Dot-lined Angle,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Racotis inconclusa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Ruttellerona pallicostaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Semiothisa drepanata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Synegia imitaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Tasta micaceata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Tasta montana,,"Holloway, 1993"
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Zamarada baliata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Zamarada eogenaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Ennominae,Zeheba aureatoides,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Agathia laetata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Albinospila floresaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Aporandria specularia,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Argyrocosma inductaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Berta chrysolineata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comibaena attenuata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comibaena cassidara,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comostola chlorargyra,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comostola iodioides,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comostola laesaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comostola quantula,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Comostolopsis stillata,Pink-laced Emerald,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dindica olivacea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania bivexillata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania discalis,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania discalis ,,"Walker, 1854"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania glaucescens,,"Walker, 1861"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania malayanus,,"GuérinMéneville, 1843"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania militaris,False Tiger Moth,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Dysphania subrepleta,,"Walker,1854"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Eucyclodes albisparsa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Hemithea tritonaria,,"Walker, 1863"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Herochroma clariscripta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Idiochlora minuscula,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Maxates coelataria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Maxates hemitheoides-lactipuncta-microdonta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Maxates magnipuncta,,"Prout,1916"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Maxates melancholica,,"Prout, 1912"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Oenospila flavifusata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Ornithospila bipunctata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Ornithospila submonstrans,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Ornithospila sundaensis,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Orothalassodes hypocrites,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Orothalassodes leucoceraea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Pelagodes antiquadraria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Pingasa ruginaria,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Protuliocnemis helpsi,,"Holloway,1996"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Rhombocentra semipurpurea,,"Warren,1897"
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Spaniocentra lobata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Spaniocentra megaspilaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Spaniocentra spicata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Tanaorhinus rafflesii,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Geometrinae,Thalassodes quadraria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Bosara emarginaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Carbia calescens,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Carbia pulchrilinea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Eois grataria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Eois plumbacea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Gymnoscelis admixtaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Gymnoscelis fasciata,,"Hampson ,1891"
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Gymnoscelis imparatalis,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Sauris contorta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Spiralisigna subpumilata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Larentiinae,Symmimetis heveli,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda argentimacula,,"Holloway,1997"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda croceomarginata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda dilucida,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda dipyramida,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda faganaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda mitigata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda phlogea,,"Prout,1938"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda plumbeofusa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda porphyrochlamys,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Chrysocraspeda tigrina,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Cyclophora alienaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Cyclophora frenaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Cyclophora obstataria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Ephyra quadristriaria,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Erythrolophus fascicorpus,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Idaea costiguttata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Idaea craspedota,,"Prout, 1934"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Idaea impexa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Idaea macrospila,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Lophophleps phoenicoptera,,"Hampson, 1896"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Lophophleps purpurea,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Lophophleps triangularis,Triangular Wave,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Mesotrophe intortaria,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Organopoda perorbata,,"Prout,1937"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera absconditaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera argentosa,,"Prout, 1920"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera clandestina,,"Prout, 1918"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera gaeta,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera illepidaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera jocosa,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Perixera obliviaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Problepsis delphiaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Problepsis vulgaris,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula actuaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula divisaria,,"Christoph,1893"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula minorata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula parodites,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula rufistigma,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula umbilicata,Swag-lined Wave,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Scopula urnaria,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Somatina obscuriciliata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Traminda aventiaria,Crossline Wave Moth,"Guenée,1857"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Traminda mundissima,,"Walker,1861"
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Traminda rubra,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Zythos strigata,,
Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhinae,Zythos turbata,,
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Lithocolletinae,Neolithocolletis pentadesma,,
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistinae,Phyllocnistis citrella,Citrus Leafminer,
Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistinae,Phyllocnistis nepenthae,Pitcher-plant Leaf-miner Moth,"Hering,1931"
Arthropoda,Insecta,Lepidoptera,Hyblaeidae,,Hyblaea constellata,,
Arthropoda,Insecta,Lepidoptera,Hyblaeidae,,Hyblaea puera,Teak Defoliator,
Arthropoda,Insecta,Lepidoptera,Immidae,,Imma homocrossa,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Imma mackwoodii,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Imma mylias,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Imma tetrascia,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Imma transversella,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Moca auxobathra,,
Arthropoda,Insecta,Lepidoptera,Immidae,,Moca tesseraria,,
Arthropoda,Insecta,Lepidoptera,Lacturidae,,Anticrates eulimna,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Arguda rosemariae,,"Holloway,1987"
