,accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
113,1792335,Lepidoptera,Noctuidae,Photedes,Photedes extrema,Photedes extrema,98,ACCEPTED,EXACT,SPECIES,london31May2023
114,1792377,Lepidoptera,Noctuidae,Photedes,Photedes fluxa,Photedes fluxa,99,ACCEPTED,EXACT,SPECIES,london31May2023
115,1792383,Lepidoptera,Noctuidae,Photedes,Photedes minima,Photedes minima,99,ACCEPTED,EXACT,SPECIES,london31May2023
116,1792390,Lepidoptera,Noctuidae,Photedes,Photedes morrisii,Photedes morrisii,99,ACCEPTED,EXACT,SPECIES,london31May2023
117,1772179,Lepidoptera,Noctuidae,Plusia,Plusia festucae,Plusia festucae,99,ACCEPTED,EXACT,SPECIES,london31May2023
118,1772169,Lepidoptera,Noctuidae,Plusia,Plusia putnami,Plusia putnami,99,ACCEPTED,EXACT,SPECIES,london31May2023
119,1776371,Lepidoptera,Noctuidae,Polia,Polia bombycina,Polia bombycina,99,ACCEPTED,EXACT,SPECIES,london31May2023
120,5772446,Lepidoptera,Noctuidae,Polia,Polia hepatica,Polia hepatica,99,ACCEPTED,EXACT,SPECIES,london31May2023
121,1776330,Lepidoptera,Noctuidae,Polia,Polia nebulosa,Polia nebulosa,99,ACCEPTED,EXACT,SPECIES,london31May2023
122,1783855,Lepidoptera,Noctuidae,Polychrysia,Polychrysia moneta,Polychrysia moneta,99,ACCEPTED,EXACT,SPECIES,london31May2023
123,1780926,Lepidoptera,Noctuidae,Polymixis,Polymixis flavicincta,Polymixis flavicincta,99,ACCEPTED,EXACT,SPECIES,london31May2023
124,4533285,Lepidoptera,Noctuidae,Polymixis,Polymixis lichenea,Polymixis lichenea,99,ACCEPTED,EXACT,SPECIES,london31May2023
125,1780954,Lepidoptera,Noctuidae,Polymixis,Polymixis xanthomista,Polymixis xanthomista,99,ACCEPTED,EXACT,SPECIES,london31May2023
126,1784359,Lepidoptera,Noctuidae,Polyphaenis,Polyphaenis sericata,Polyphaenis sericata,98,ACCEPTED,EXACT,SPECIES,london31May2023
127,4534403,Lepidoptera,Noctuidae,Protarchanara,Protarchanara brevilinea,Protarchanara brevilinea,99,ACCEPTED,EXACT,SPECIES,london31May2023
128,4532890,Lepidoptera,Noctuidae,Deltote,Protodeltote pygarga,Deltote pygarga,99,SYNONYM,EXACT,SPECIES,london31May2023
129,1762608,Lepidoptera,Noctuidae,Protolampra,Protolampra sobrina,Protolampra sobrina,99,ACCEPTED,EXACT,SPECIES,london31May2023
130,1767511,Lepidoptera,Noctuidae,Protoschinia,Protoschinia scutosa,Protoschinia scutosa,98,ACCEPTED,EXACT,SPECIES,london31May2023
131,1774959,Lepidoptera,Noctuidae,Pseudenargia,Pseudenargia ulicis,Pseudenargia ulicis,99,ACCEPTED,EXACT,SPECIES,london31May2023
132,1799701,Lepidoptera,Noctuidae,Pseudeustrotia,Pseudeustrotia candidula,Pseudeustrotia candidula,99,ACCEPTED,EXACT,SPECIES,london31May2023
133,5109438,Lepidoptera,Noctuidae,Acontia,Pseudoplusia includens,Acontia margaritata,99,SYNONYM,EXACT,SPECIES,london31May2023
134,1779641,Lepidoptera,Noctuidae,Pyrrhia,Pyrrhia umbra,Pyrrhia umbra,99,ACCEPTED,EXACT,SPECIES,london31May2023
135,5108957,Lepidoptera,Noctuidae,Raphia,Raphia frater,Raphia frater,99,ACCEPTED,EXACT,SPECIES,london31May2023
136,8105817,Lepidoptera,Noctuidae,Rhizedra,Rhizedra lutosa,Rhizedra lutosa,99,ACCEPTED,EXACT,SPECIES,london31May2023
137,1790651,Lepidoptera,Noctuidae,Rhyacia,Rhyacia lucipeta,Rhyacia lucipeta,99,ACCEPTED,EXACT,SPECIES,london31May2023
138,1790625,Lepidoptera,Noctuidae,Rhyacia,Rhyacia simulans,Rhyacia simulans,99,ACCEPTED,EXACT,SPECIES,london31May2023
139,4534299,Lepidoptera,Noctuidae,Charanyca,Rusina ferruginea,Charanyca ferruginea,99,SYNONYM,EXACT,SPECIES,london31May2023
140,9474256,Lepidoptera,Noctuidae,Schinia,Schinia rivulosa,Schinia rivulosa,99,ACCEPTED,EXACT,SPECIES,london31May2023
141,1776207,Lepidoptera,Noctuidae,Scotochrosta,Scotochrosta pulla,Scotochrosta pulla,98,ACCEPTED,EXACT,SPECIES,london31May2023
142,1770573,Lepidoptera,Noctuidae,Sedina,Sedina buettneri,Sedina buettneri,99,ACCEPTED,EXACT,SPECIES,london31May2023
143,1778127,Lepidoptera,Noctuidae,Senta,Senta flammea,Senta flammea,99,ACCEPTED,EXACT,SPECIES,london31May2023
144,1762383,Lepidoptera,Noctuidae,Sesamia,Sesamia nonagrioides,Sesamia nonagrioides,99,ACCEPTED,EXACT,SPECIES,london31May2023
145,7537451,Lepidoptera,Noctuidae,Shargacucullia,Shargacucullia caninae,Shargacucullia caninae,99,ACCEPTED,EXACT,SPECIES,london31May2023
146,8116389,Lepidoptera,Noctuidae,Shargacucullia,Shargacucullia prenanthis,Shargacucullia prenanthis,99,ACCEPTED,EXACT,SPECIES,london31May2023
147,4534057,Lepidoptera,Noctuidae,Sideridis,Sideridis reticulata,Sideridis reticulata,98,ACCEPTED,EXACT,SPECIES,london31May2023
148,4534052,Lepidoptera,Noctuidae,Sideridis,Sideridis rivularis,Sideridis rivularis,99,ACCEPTED,EXACT,SPECIES,london31May2023
149,4534046,Lepidoptera,Noctuidae,Sideridis,Sideridis turbida,Sideridis turbida,99,ACCEPTED,EXACT,SPECIES,london31May2023
150,1762244,Lepidoptera,Noctuidae,Simyra,Simyra albovenosa,Simyra albovenosa,99,ACCEPTED,EXACT,SPECIES,london31May2023
151,1774347,Lepidoptera,Noctuidae,Spaelotis,Spaelotis ravida,Spaelotis ravida,99,ACCEPTED,EXACT,SPECIES,london31May2023
152,5109843,Lepidoptera,Noctuidae,Spodoptera,Spodoptera cilium,Spodoptera cilium,99,ACCEPTED,EXACT,SPECIES,london31May2023
153,5109850,Lepidoptera,Noctuidae,Spodoptera,Spodoptera eridania,Spodoptera eridania,99,ACCEPTED,EXACT,SPECIES,london31May2023
154,8352161,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,Spodoptera exigua,99,ACCEPTED,EXACT,SPECIES,london31May2023
155,5109931,Lepidoptera,Noctuidae,Spodoptera,Spodoptera littoralis,Spodoptera littoralis,99,ACCEPTED,EXACT,SPECIES,london31May2023
156,5109882,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,Spodoptera litura,99,ACCEPTED,EXACT,SPECIES,london31May2023
157,1778517,Lepidoptera,Noctuidae,Standfussiana,Standfussiana lucernea,Standfussiana lucernea,99,ACCEPTED,EXACT,SPECIES,london31May2023
158,1789481,Lepidoptera,Noctuidae,Stilbia,Stilbia anomala,Stilbia anomala,98,ACCEPTED,EXACT,SPECIES,london31May2023
159,1782777,Lepidoptera,Noctuidae,Acronicta,Subacronicta megacephala,Acronicta megacephala,99,SYNONYM,EXACT,SPECIES,london31May2023
160,10638451,Lepidoptera,Noctuidae,Sunira,Sunira circellaris,Sunira circellaris,99,ACCEPTED,EXACT,SPECIES,london31May2023
161,8292872,Lepidoptera,Noctuidae,Syngrapha,Syngrapha interrogationis,Syngrapha interrogationis,98,ACCEPTED,EXACT,SPECIES,london31May2023
162,1766086,Lepidoptera,Noctuidae,Synthymia,Synthymia fixa,Synthymia fixa,99,ACCEPTED,EXACT,SPECIES,london31May2023
163,5110213,Lepidoptera,Noctuidae,Thalpophila,Thalpophila matura,Thalpophila matura,98,ACCEPTED,EXACT,SPECIES,london31May2023
164,1771531,Lepidoptera,Noctuidae,Tholera,Tholera cespitis,Tholera cespitis,99,ACCEPTED,EXACT,SPECIES,london31May2023
165,1771509,Lepidoptera,Noctuidae,Tholera,Tholera decimalis,Tholera decimalis,99,ACCEPTED,EXACT,SPECIES,london31May2023
166,4532908,Lepidoptera,Noctuidae,Thysanoplusia,Thysanoplusia daubei,Thysanoplusia daubei,99,ACCEPTED,EXACT,SPECIES,london31May2023
167,1795068,Lepidoptera,Noctuidae,Thysanoplusia,Thysanoplusia orichalcea,Thysanoplusia orichalcea,99,ACCEPTED,EXACT,SPECIES,london31May2023
168,4533136,Lepidoptera,Noctuidae,Tiliacea,Tiliacea aurago,Tiliacea aurago,99,ACCEPTED,EXACT,SPECIES,london31May2023
169,4533128,Lepidoptera,Noctuidae,Tiliacea,Tiliacea citrago,Tiliacea citrago,99,ACCEPTED,EXACT,SPECIES,london31May2023
170,1760593,Lepidoptera,Noctuidae,Trachea,Trachea atriplicis,Trachea atriplicis,98,ACCEPTED,EXACT,SPECIES,london31May2023
171,1786360,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni,Trichoplusia ni,99,ACCEPTED,EXACT,SPECIES,london31May2023
172,1763697,Lepidoptera,Noctuidae,Trigonophora,Trigonophora flammea,Trigonophora flammea,99,ACCEPTED,EXACT,SPECIES,london31May2023
173,1774285,Lepidoptera,Noctuidae,Valeria,Valeria oleagina,Valeria oleagina,99,ACCEPTED,EXACT,SPECIES,london31May2023
174,6116899,Lepidoptera,Noctuidae,Vittaplusia,Vittaplusia vittata,Vittaplusia vittata,99,ACCEPTED,EXACT,SPECIES,london31May2023
175,1771698,Lepidoptera,Noctuidae,Xanthia,Xanthia togata,Xanthia togata,99,ACCEPTED,EXACT,SPECIES,london31May2023
176,1777727,Lepidoptera,Noctuidae,Xanthopastis,Xanthopastis timais,Xanthopastis timais,99,ACCEPTED,EXACT,SPECIES,london31May2023
177,5112254,Lepidoptera,Noctuidae,Xestia,Xestia agathina,Xestia agathina,99,ACCEPTED,EXACT,SPECIES,london31May2023
178,7921916,Lepidoptera,Noctuidae,Xestia,Xestia alpicola,Xestia alpicola,99,ACCEPTED,EXACT,SPECIES,london31May2023
179,8043500,Lepidoptera,Noctuidae,Xestia,Xestia ashworthii,Xestia ashworthii,99,ACCEPTED,EXACT,SPECIES,london31May2023
180,5112291,Lepidoptera,Noctuidae,Xestia,Xestia baja,Xestia baja,99,ACCEPTED,EXACT,SPECIES,london31May2023
181,5714973,Lepidoptera,Noctuidae,Xestia,Xestia c-nigrum,Xestia c-nigrum,98,ACCEPTED,EXACT,SPECIES,london31May2023
182,5112336,Lepidoptera,Noctuidae,Xestia,Xestia castanea,Xestia castanea,99,ACCEPTED,EXACT,SPECIES,london31May2023
183,5772349,Lepidoptera,Noctuidae,Xestia,Xestia ditrapezium,Xestia ditrapezium,99,ACCEPTED,EXACT,SPECIES,london31May2023
184,5112155,Lepidoptera,Noctuidae,Xestia,Xestia sexstrigata,Xestia sexstrigata,99,ACCEPTED,EXACT,SPECIES,london31May2023
185,5112362,Lepidoptera,Noctuidae,Xestia,Xestia stigmatica,Xestia rhomboidea,99,SYNONYM,EXACT,SPECIES,london31May2023
186,5772351,Lepidoptera,Noctuidae,Xestia,Xestia triangulum,Xestia triangulum,99,ACCEPTED,EXACT,SPECIES,london31May2023
187,5112283,Lepidoptera,Noctuidae,Xestia,Xestia xanthographa,Xestia xanthographa,99,ACCEPTED,EXACT,SPECIES,london31May2023
188,1790364,Lepidoptera,Noctuidae,Xylena,Xylena exsoleta,Xylena exsoleta,99,ACCEPTED,EXACT,SPECIES,london31May2023
189,9174377,Lepidoptera,Noctuidae,Xylena,Xylena solidaginis,Xylena solidaginis,99,ACCEPTED,EXACT,SPECIES,london31May2023
190,1790361,Lepidoptera,Noctuidae,Xylena,Xylena vetusta,Xylena vetusta,99,ACCEPTED,EXACT,SPECIES,london31May2023
191,1768150,Lepidoptera,Noctuidae,Xylocampa,Xylocampa areola,Xylocampa areola,99,ACCEPTED,EXACT,SPECIES,london31May2023
